,NtotDose,PtotDose,KtotDose,pspe_knn,pspe_rf,pspe_nn,pspe_gp
139,139.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.083678739508712,1.0804818100186424
140,140.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836717815610655,1.0804747670412516
141,141.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836647843465423,1.0804675925816862
142,142.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.083657748156091,1.0804602877409082
143,143.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.083650673182601,1.0804528536307036
144,144.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836435595266973,1.0804452913734446
145,145.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836364072025992,1.0804376021018514
146,146.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836292161440275,1.0804297869587585
147,147.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836219862101442,1.0804218470968816
148,148.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836147171915074,1.0804137836785865
149,149.0,0.04348870876571277,-0.7372605537895305,1.0782814242105263,1.0770780627167578,1.0836074088160272,1.0804055978756593
150,150.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0836000607549074,1.0803972908690789
151,151.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835926726285574,1.080388863848791
152,152.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835852440124618,1.0803803180134828
153,153.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.083577774442994,1.080371654570358
154,154.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835702634231603,1.0803628747349177
155,155.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835627104282626,1.0803539797307344
156,156.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.083555114911469,1.0803449707892352
157,157.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835474763092807,1.0803358491494812
158,158.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835397940468843,1.0803266160579474
