RendVendable,tsizeMS_L,tsizeS_M,PoidsSpec,NoEssai,NoBloc,NoTraitement,ID,ID_bl,DensitePlants,PrecCropFiveClasses,Cultivar,Maturity5,growing.season,temp_moy_5years,prec_tot_5years,sdi_5years,gdd_5years,NtotDose,PtotDose,KtotDose,soilTextIlr1,soilTextIlr2,soilTextIlr3,soilTypeIlr1_3,soilTypeIlr2_3,soil_pH,soil_P1_Fv.AlP,soil_P1_Al.P,soil_K2_FvMgCa.K,soil_K2_Fv.MgCa,soil_K2_Mg.Ca,soil_P,soil_K,soil_Al,ISP1,test_type
33.7,-0.4663575993772877,1.3424213106810112,1.087,140,4,1,140-4-1,140-4,43716,Grassland,Reba,mid-season,110,16.01102433862434,367.94,-0.7414323398429183,1278.66,0,123,90,1.9133722222939176,1.3426964461887185,0.052747320066416914,2.27078195024487,0.7398698250992473,5.6053999999999995,-6.71749595207743,2.8569054044979802,-3.2272208619064244,-7.3309363508449055,1.713912769771687,35.37856739,60.51134352,2010.986276,1.7592644868949865,N
34.7,-1.4306578046395948,0.9242996074565399,1.09,140,4,2,140-4-2,140-4,43716,Grassland,Reba,mid-season,110,16.01102433862434,367.94,-0.7414323398429183,1278.66,90,123,90,1.9133722222939176,1.3426964461887185,0.052747320066416914,2.27078195024487,0.7398698250992473,5.6053999999999995,-6.71749595207743,2.8569054044979802,-3.2272208619064244,-7.3309363508449055,1.713912769771687,35.37856739,60.51134352,2010.986276,1.7592644868949865,N
34.6,-1.636884876372628,1.0754277540236306,1.087,140,4,3,140-4-3,140-4,43716,Grassland,Reba,mid-season,110,16.01102433862434,367.94,-0.7414323398429183,1278.66,120,123,90,1.9133722222939176,1.3426964461887185,0.052747320066416914,2.27078195024487,0.7398698250992473,5.6053999999999995,-6.71749595207743,2.8569054044979802,-3.2272208619064244,-7.3309363508449055,1.713912769771687,35.37856739,60.51134352,2010.986276,1.7592644868949865,N
46.6,0.26834997677014183,1.6955680079708944,1.079,140,4,4,140-4-4,140-4,43716,Grassland,Reba,mid-season,110,16.01102433862434,367.94,-0.7414323398429183,1278.66,150,123,90,1.9133722222939176,1.3426964461887185,0.052747320066416914,2.27078195024487,0.7398698250992473,5.6053999999999995,-6.71749595207743,2.8569054044979802,-3.2272208619064244,-7.3309363508449055,1.713912769771687,35.37856739,60.51134352,2010.986276,1.7592644868949865,N
37.9,-0.48676313931740123,1.0470982417444383,1.088,140,4,5,140-4-5,140-4,43716,Grassland,Reba,mid-season,110,16.01102433862434,367.94,-0.7414323398429183,1278.66,180,123,90,1.9133722222939176,1.3426964461887185,0.052747320066416914,2.27078195024487,0.7398698250992473,5.6053999999999995,-6.71749595207743,2.8569054044979802,-3.2272208619064244,-7.3309363508449055,1.713912769771687,35.37856739,60.51134352,2010.986276,1.7592644868949865,N
35.47550313,-1.0153989687080747,0.9139509611673472,1.070274241,142,1,1,142-1-1,142-1,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,0,150,270,2.100342751251589,1.9887121947489979,0.4474600353786822,-2.2542195575218686,2.506790517332283,6.1204,-6.397353190427394,1.329241138608643,-2.4036575325789036,-6.779253998590611,2.078711617938908,154.3624083,245.5225189,1011.443689,15.261591918440455,N
42.56592,-0.503865098881962,0.972318192487033,1.071938901,142,1,2,142-1-2,142-1,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,90,150,270,2.100342751251589,1.9887121947489979,0.4474600353786822,-2.2542195575218686,2.506790517332283,6.1204,-6.397353190427394,1.329241138608643,-2.4036575325789036,-6.779253998590611,2.078711617938908,154.3624083,245.5225189,1011.443689,15.261591918440455,N
52.5829,-0.14351230818330007,0.7649159646479109,1.066795473,142,1,3,142-1-3,142-1,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,130,150,270,2.100342751251589,1.9887121947489979,0.4474600353786822,-2.2542195575218686,2.506790517332283,6.1204,-6.397353190427394,1.329241138608643,-2.4036575325789036,-6.779253998590611,2.078711617938908,154.3624083,245.5225189,1011.443689,15.261591918440455,N
38.42970956,-0.3361824155477944,0.9197350818774507,1.062375746,142,1,4,142-1-4,142-1,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,170,150,270,2.100342751251589,1.9887121947489979,0.4474600353786822,-2.2542195575218686,2.506790517332283,6.1204,-6.397353190427394,1.329241138608643,-2.4036575325789036,-6.779253998590611,2.078711617938908,154.3624083,245.5225189,1011.443689,15.261591918440455,N
38.79857339,-0.5122861645616195,0.8308386470182203,1.061394644,142,1,5,142-1-5,142-1,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,210,150,270,2.100342751251589,1.9887121947489979,0.4474600353786822,-2.2542195575218686,2.506790517332283,6.1204,-6.397353190427394,1.329241138608643,-2.4036575325789036,-6.779253998590611,2.078711617938908,154.3624083,245.5225189,1011.443689,15.261591918440455,N
48.99306583,-0.07472333828191569,0.9915243514386867,1.06302844,142,1,6,142-1-6,142-1,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,190,110,270,2.100342751251589,1.9887121947489979,0.4474600353786822,-2.2542195575218686,2.506790517332283,6.1204,-6.397353190427394,1.329241138608643,-2.4036575325789036,-6.779253998590611,2.078711617938908,154.3624083,245.5225189,1011.443689,15.261591918440455,N
35.52742652,-0.9624398610564342,0.7127443950138219,1.078459687,142,2,1,142-2-1,142-2,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,0,150,270,2.1394229728789416,1.5496499158037516,0.7235561011798356,-2.2542195575218686,2.506790517332283,5.852600000000001,-6.433695706696522,1.3692153488639838,-2.4867600469919857,-6.935237136589457,2.0225304698986295,143.5314142,196.4384967,995.1732491,14.422756472785498,N
44.94784914,-0.7900836217168368,0.9982811470021848,1.084177215,142,2,2,142-2-2,142-2,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,90,150,270,2.1394229728789416,1.5496499158037516,0.7235561011798356,-2.2542195575218686,2.506790517332283,5.852600000000001,-6.433695706696522,1.3692153488639838,-2.4867600469919857,-6.935237136589457,2.0225304698986295,143.5314142,196.4384967,995.1732491,14.422756472785498,N
46.30374766,-0.17943497166156955,0.941300016966765,1.070960048,142,2,3,142-2-3,142-2,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,130,150,270,2.1394229728789416,1.5496499158037516,0.7235561011798356,-2.2542195575218686,2.506790517332283,5.852600000000001,-6.433695706696522,1.3692153488639838,-2.4867600469919857,-6.935237136589457,2.0225304698986295,143.5314142,196.4384967,995.1732491,14.422756472785498,N
37.77089545,-0.5309708588589587,0.9473167434316743,1.065963061,142,2,4,142-2-4,142-2,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,170,150,270,2.1394229728789416,1.5496499158037516,0.7235561011798356,-2.2542195575218686,2.506790517332283,5.852600000000001,-6.433695706696522,1.3692153488639838,-2.4867600469919857,-6.935237136589457,2.0225304698986295,143.5314142,196.4384967,995.1732491,14.422756472785498,N
49.36773226,-0.32482037095497984,0.8818791169452005,1.065233506,142,2,5,142-2-5,142-2,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,210,150,270,2.1394229728789416,1.5496499158037516,0.7235561011798356,-2.2542195575218686,2.506790517332283,5.852600000000001,-6.433695706696522,1.3692153488639838,-2.4867600469919857,-6.935237136589457,2.0225304698986295,143.5314142,196.4384967,995.1732491,14.422756472785498,N
49.81898387,-0.05192559001888014,1.0103512793598128,1.064116095,142,2,6,142-2-6,142-2,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,190,110,270,2.1394229728789416,1.5496499158037516,0.7235561011798356,-2.2542195575218686,2.506790517332283,5.852600000000001,-6.433695706696522,1.3692153488639838,-2.4867600469919857,-6.935237136589457,2.0225304698986295,143.5314142,196.4384967,995.1732491,14.422756472785498,N
43.82479113,-0.1315329120399805,0.7960901485351375,1.072796935,142,3,1,142-3-1,142-3,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,0,150,270,1.9405859024533942,1.978241405476389,0.5034292779110082,-2.2542195575218686,2.506790517332283,6.1204,-6.420377982931246,1.3779768020015482,-2.424796493763046,-6.785116597259931,2.13144753136781,144.9871831,238.4523149,1017.800116,14.245152935313676,N
52.89988106,-0.3585014047611536,0.9033039035398209,1.070113935,142,3,2,142-3-2,142-3,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,90,150,270,1.9405859024533942,1.978241405476389,0.5034292779110082,-2.2542195575218686,2.506790517332283,6.1204,-6.420377982931246,1.3779768020015482,-2.424796493763046,-6.785116597259931,2.13144753136781,144.9871831,238.4523149,1017.800116,14.245152935313676,N
41.42914632,-0.7207921045470647,0.9360966606327727,1.06866651,142,3,3,142-3-3,142-3,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,130,150,270,1.9405859024533942,1.978241405476389,0.5034292779110082,-2.2542195575218686,2.506790517332283,6.1204,-6.420377982931246,1.3779768020015482,-2.424796493763046,-6.785116597259931,2.13144753136781,144.9871831,238.4523149,1017.800116,14.245152935313676,N
45.92492419,-0.21625335480041885,0.883708180197487,1.066683132,142,3,4,142-3-4,142-3,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,170,150,270,1.9405859024533942,1.978241405476389,0.5034292779110082,-2.2542195575218686,2.506790517332283,6.1204,-6.420377982931246,1.3779768020015482,-2.424796493763046,-6.785116597259931,2.13144753136781,144.9871831,238.4523149,1017.800116,14.245152935313676,N
44.91991765,0.3021499885124528,0.8285047454312167,1.065193966,142,3,5,142-3-5,142-3,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,210,150,270,1.9405859024533942,1.978241405476389,0.5034292779110082,-2.2542195575218686,2.506790517332283,6.1204,-6.420377982931246,1.3779768020015482,-2.424796493763046,-6.785116597259931,2.13144753136781,144.9871831,238.4523149,1017.800116,14.245152935313676,N
49.90831724,-0.5148050391967494,0.8009816876450913,1.066581306,142,3,6,142-3-6,142-3,31226,LRC,Goldrush,mid-season,123,17.62688842742473,489.15999999999997,-0.7212729780903652,2164.6,190,110,270,1.9405859024533942,1.978241405476389,0.5034292779110082,-2.2542195575218686,2.506790517332283,6.1204,-6.420377982931246,1.3779768020015482,-2.424796493763046,-6.785116597259931,2.13144753136781,144.9871831,238.4523149,1017.800116,14.245152935313676,N
35.24261667,-0.6866819385228872,0.7281048309034858,1.072041166,143,1,1,143-1-1,143-1,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,0,150,270,2.127681030677875,0.9643560186247533,-0.2684451052153821,-2.2542195575218686,2.506790517332283,5.790800000000001,-6.82680877785171,2.172694099764306,-2.818613445884805,-6.78096142635485,2.0961449374032277,50.24688758,151.8553116,1085.28952,4.629814132914506,N
43.36548145,-0.6373862208094829,0.7291119260453878,1.078681552,143,1,2,143-1-2,143-1,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,90,150,270,2.127681030677875,0.9643560186247533,-0.2684451052153821,-2.2542195575218686,2.506790517332283,5.790800000000001,-6.82680877785171,2.172694099764306,-2.818613445884805,-6.78096142635485,2.0961449374032277,50.24688758,151.8553116,1085.28952,4.629814132914506,N
42.87284338,0.09135238723839872,0.9268876432058761,1.077105889,143,1,3,143-1-3,143-1,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,130,150,270,2.127681030677875,0.9643560186247533,-0.2684451052153821,-2.2542195575218686,2.506790517332283,5.790800000000001,-6.82680877785171,2.172694099764306,-2.818613445884805,-6.78096142635485,2.0961449374032277,50.24688758,151.8553116,1085.28952,4.629814132914506,N
51.82517333,0.002731515231689352,0.9066705898410028,1.072364971,143,1,4,143-1-4,143-1,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,170,150,270,2.127681030677875,0.9643560186247533,-0.2684451052153821,-2.2542195575218686,2.506790517332283,5.790800000000001,-6.82680877785171,2.172694099764306,-2.818613445884805,-6.78096142635485,2.0961449374032277,50.24688758,151.8553116,1085.28952,4.629814132914506,N
52.439265,-0.12021012119222246,0.793644282493394,1.075207592,143,1,5,143-1-5,143-1,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,210,150,270,2.127681030677875,0.9643560186247533,-0.2684451052153821,-2.2542195575218686,2.506790517332283,5.790800000000001,-6.82680877785171,2.172694099764306,-2.818613445884805,-6.78096142635485,2.0961449374032277,50.24688758,151.8553116,1085.28952,4.629814132914506,N
53.85401771,0.3199586773256894,1.0036549300292452,1.069188651,143,1,6,143-1-6,143-1,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,190,110,270,2.127681030677875,0.9643560186247533,-0.2684451052153821,-2.2542195575218686,2.506790517332283,5.790800000000001,-6.82680877785171,2.172694099764306,-2.818613445884805,-6.78096142635485,2.0961449374032277,50.24688758,151.8553116,1085.28952,4.629814132914506,N
36.81817813,-0.4664595545921709,0.6496449630363091,1.073772644,143,2,1,143-2-1,143-2,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,0,150,270,2.059090432677035,1.1636914510751484,-0.23629502007377234,-2.2542195575218686,2.506790517332283,5.749600000000001,-6.89972438088016,2.4330510205351366,-2.9329218137392212,-6.68447147107823,2.0400807096120275,38.22346366,143.9735218,1193.091731,3.203732174722448,N
44.22728516,-0.035135155964843456,0.9997957212163269,1.074702886,143,2,2,143-2-2,143-2,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,90,150,270,2.059090432677035,1.1636914510751484,-0.23629502007377234,-2.2542195575218686,2.506790517332283,5.749600000000001,-6.89972438088016,2.4330510205351366,-2.9329218137392212,-6.68447147107823,2.0400807096120275,38.22346366,143.9735218,1193.091731,3.203732174722448,N
49.16083516,-0.0890907963188784,0.8777924609275964,1.096415328,143,2,3,143-2-3,143-2,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,130,150,270,2.059090432677035,1.1636914510751484,-0.23629502007377234,-2.2542195575218686,2.506790517332283,5.749600000000001,-6.89972438088016,2.4330510205351366,-2.9329218137392212,-6.68447147107823,2.0400807096120275,38.22346366,143.9735218,1193.091731,3.203732174722448,N
47.00338281,0.21353351412144284,0.7232017632969067,1.077122032,143,2,4,143-2-4,143-2,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,170,150,270,2.059090432677035,1.1636914510751484,-0.23629502007377234,-2.2542195575218686,2.506790517332283,5.749600000000001,-6.89972438088016,2.4330510205351366,-2.9329218137392212,-6.68447147107823,2.0400807096120275,38.22346366,143.9735218,1193.091731,3.203732174722448,N
41.20659167,0.48513129532930666,0.6871311532070432,1.074622446,143,2,5,143-2-5,143-2,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,210,150,270,2.059090432677035,1.1636914510751484,-0.23629502007377234,-2.2542195575218686,2.506790517332283,5.749600000000001,-6.89972438088016,2.4330510205351366,-2.9329218137392212,-6.68447147107823,2.0400807096120275,38.22346366,143.9735218,1193.091731,3.203732174722448,N
54.00603942,0.6242422895204531,0.7926639747979775,1.077151335,143,2,6,143-2-6,143-2,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,190,110,270,2.059090432677035,1.1636914510751484,-0.23629502007377234,-2.2542195575218686,2.506790517332283,5.749600000000001,-6.89972438088016,2.4330510205351366,-2.9329218137392212,-6.68447147107823,2.0400807096120275,38.22346366,143.9735218,1193.091731,3.203732174722448,N
33.03510379,-0.8877648193937833,0.7119887128967063,1.076372925,143,3,1,143-3-1,143-3,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,0,150,270,2.0157981374817906,1.1174323144132723,-0.27545671207126854,-2.2542195575218686,2.506790517332283,5.7805,-6.876186488419356,2.327164314652566,-2.8348962812050464,-6.711041556794939,2.0428898841285466,42.40219777,157.7716892,1139.457477,3.721261971235457,N
40.55503,0.07064079925709613,0.8861133329921069,1.075918367,143,3,2,143-3-2,143-3,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,90,150,270,2.0157981374817906,1.1174323144132723,-0.27545671207126854,-2.2542195575218686,2.506790517332283,5.7805,-6.876186488419356,2.327164314652566,-2.8348962812050464,-6.711041556794939,2.0428898841285466,42.40219777,157.7716892,1139.457477,3.721261971235457,N
49.27002823,-0.266882960158046,0.9814926138583824,1.074706782,143,3,3,143-3-3,143-3,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,130,150,270,2.0157981374817906,1.1174323144132723,-0.27545671207126854,-2.2542195575218686,2.506790517332283,5.7805,-6.876186488419356,2.327164314652566,-2.8348962812050464,-6.711041556794939,2.0428898841285466,42.40219777,157.7716892,1139.457477,3.721261971235457,N
46.14687647,0.2765377330249492,1.102786097487831,1.070332481,143,3,4,143-3-4,143-3,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,170,150,270,2.0157981374817906,1.1174323144132723,-0.27545671207126854,-2.2542195575218686,2.506790517332283,5.7805,-6.876186488419356,2.327164314652566,-2.8348962812050464,-6.711041556794939,2.0428898841285466,42.40219777,157.7716892,1139.457477,3.721261971235457,N
48.20193788,0.3465709000685372,1.070948219767618,1.068224051,143,3,5,143-3-5,143-3,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,210,150,270,2.0157981374817906,1.1174323144132723,-0.27545671207126854,-2.2542195575218686,2.506790517332283,5.7805,-6.876186488419356,2.327164314652566,-2.8348962812050464,-6.711041556794939,2.0428898841285466,42.40219777,157.7716892,1139.457477,3.721261971235457,N
49.354235,0.21989491077034146,0.972351727383939,1.06819904,143,3,6,143-3-6,143-3,31226,HRC,Goldrush,mid-season,129,17.41677044200954,505.02000000000004,-0.7249746272736566,2243.28,190,110,270,2.0157981374817906,1.1174323144132723,-0.27545671207126854,-2.2542195575218686,2.506790517332283,5.7805,-6.876186488419356,2.327164314652566,-2.8348962812050464,-6.711041556794939,2.0428898841285466,42.40219777,157.7716892,1139.457477,3.721261971235457,N
17.668065,-4.33156919339275,1.095176380587602,1.066254417,146,1,1,146-1-1,146-1,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,0,150,180,1.5869234421281946,1.448384946215112,1.5010894324260833,4.326646467237339,0.8050032739208058,6.2852,-6.443151017529983,2.040521452626467,-4.231195859262628,-6.605539281758139,1.9259448421118448,88.21329946,34.29630212,1580.491023,5.581385669154794,N
26.3928105,-2.1685885178701607,1.5476027750520365,1.062136436,146,1,2,146-1-2,146-1,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,90,150,180,1.5869234421281946,1.448384946215112,1.5010894324260833,4.326646467237339,0.8050032739208058,6.2852,-6.443151017529983,2.040521452626467,-4.231195859262628,-6.605539281758139,1.9259448421118448,88.21329946,34.29630212,1580.491023,5.581385669154794,N
32.1121635,-0.312724073829842,1.845699000176007,1.068569829,146,1,3,146-1-3,146-1,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,120,150,180,1.5869234421281946,1.448384946215112,1.5010894324260833,4.326646467237339,0.8050032739208058,6.2852,-6.443151017529983,2.040521452626467,-4.231195859262628,-6.605539281758139,1.9259448421118448,88.21329946,34.29630212,1580.491023,5.581385669154794,N
29.616777,0.37943004997126273,1.8615480075493953,1.059257308,146,1,4,146-1-4,146-1,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,150,150,180,1.5869234421281946,1.448384946215112,1.5010894324260833,4.326646467237339,0.8050032739208058,6.2852,-6.443151017529983,2.040521452626467,-4.231195859262628,-6.605539281758139,1.9259448421118448,88.21329946,34.29630212,1580.491023,5.581385669154794,N
27.868185,-0.792391139197808,1.8677227378383034,1.064776338,146,1,5,146-1-5,146-1,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,180,150,180,1.5869234421281946,1.448384946215112,1.5010894324260833,4.326646467237339,0.8050032739208058,6.2852,-6.443151017529983,2.040521452626467,-4.231195859262628,-6.605539281758139,1.9259448421118448,88.21329946,34.29630212,1580.491023,5.581385669154794,N
28.159617,-0.917605409571376,1.5587052081484265,1.058411215,146,1,6,146-1-6,146-1,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,120,150,180,1.5869234421281946,1.448384946215112,1.5010894324260833,4.326646467237339,0.8050032739208058,6.2852,-6.443151017529983,2.040521452626467,-4.231195859262628,-6.605539281758139,1.9259448421118448,88.21329946,34.29630212,1580.491023,5.581385669154794,N
16.065189,-3.9951247649616066,1.8507783424463886,1.064516129,146,2,1,146-2-1,146-2,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,0,150,180,1.4825669419453382,1.5771624895684682,1.4923408043623936,4.326646467237339,0.8050032739208058,6.511799999999999,-6.503192279591095,2.107388926894874,-4.66081829172192,-6.120234866482429,1.6973884954506462,78.17821746,31.01495375,1539.617151,5.077769977375369,N
23.278131,-1.0470184093916652,1.9237433508162942,1.064338235,146,2,2,146-2-2,146-2,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,90,150,180,1.4825669419453382,1.5771624895684682,1.4923408043623936,4.326646467237339,0.8050032739208058,6.511799999999999,-6.503192279591095,2.107388926894874,-4.66081829172192,-6.120234866482429,1.6973884954506462,78.17821746,31.01495375,1539.617151,5.077769977375369,N
33.587538,0.1975663400818316,2.5207132078849996,1.064,146,2,4,146-2-4,146-2,43716,Cereal,FL 1207,mid-season late,120,16.595657682470982,409.56,-0.7071739365457748,1824.76,150,150,180,1.4825669419453382,1.5771624895684682,1.4923408043623936,4.326646467237339,0.8050032739208058,6.511799999999999,-6.503192279591095,2.107388926894874,-4.66081829172192,-6.120234866482429,1.6973884954506462,78.17821746,31.01495375,1539.617151,5.077769977375369,N
28.9345428,-3.75790852693199,2.308235676687122,1.088383838,150,1,1,150-1-1,150-1,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,0,130,140,1.673537401780841,1.66104325935443,1.4725003736215885,4.326646467237339,0.8050032739208058,5.9350000000000005,-6.241607286739713,1.988068213995183,-3.4907710551072846,-6.800975181306085,1.777321483329939,117.1306183,68.76929835,1948.553807,6.011156473032412,N
43.57522328,-0.14244696239622578,2.788490916372038,1.084257206,150,1,2,150-1-2,150-1,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,90,130,140,1.673537401780841,1.66104325935443,1.4725003736215885,4.326646467237339,0.8050032739208058,5.9350000000000005,-6.241607286739713,1.988068213995183,-3.4907710551072846,-6.800975181306085,1.777321483329939,117.1306183,68.76929835,1948.553807,6.011156473032412,N
47.34067748,-0.26764325800447586,2.6446131194021483,1.079800499,150,1,3,150-1-3,150-1,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,120,130,140,1.673537401780841,1.66104325935443,1.4725003736215885,4.326646467237339,0.8050032739208058,5.9350000000000005,-6.241607286739713,1.988068213995183,-3.4907710551072846,-6.800975181306085,1.777321483329939,117.1306183,68.76929835,1948.553807,6.011156473032412,N
44.31840503,-0.3442424018263609,2.1369432011510927,1.074663403,150,1,4,150-1-4,150-1,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,150,130,140,1.673537401780841,1.66104325935443,1.4725003736215885,4.326646467237339,0.8050032739208058,5.9350000000000005,-6.241607286739713,1.988068213995183,-3.4907710551072846,-6.800975181306085,1.777321483329939,117.1306183,68.76929835,1948.553807,6.011156473032412,N
44.83863225,0.2372577672493531,2.426209382489916,1.074358974,150,1,5,150-1-5,150-1,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,180,130,140,1.673537401780841,1.66104325935443,1.4725003736215885,4.326646467237339,0.8050032739208058,5.9350000000000005,-6.241607286739713,1.988068213995183,-3.4907710551072846,-6.800975181306085,1.777321483329939,117.1306183,68.76929835,1948.553807,6.011156473032412,N
43.15408695,0.35755301184981425,3.2045564721861313,1.075980392,150,1,6,150-1-6,150-1,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,120,130,140,1.673537401780841,1.66104325935443,1.4725003736215885,4.326646467237339,0.8050032739208058,5.9350000000000005,-6.241607286739713,1.988068213995183,-3.4907710551072846,-6.800975181306085,1.777321483329939,117.1306183,68.76929835,1948.553807,6.011156473032412,N
29.60340638,-4.045738452663491,1.7481677183261033,1.088628763,150,2,1,150-2-1,150-2,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,0,130,140,1.5901978067941596,1.3888146297751678,1.5198690812892892,4.326646467237339,0.8050032739208058,6.038,-6.121427988436679,1.8914662832118436,-3.5363858010403355,-6.620708477970401,1.779443624467933,145.2706405,75.56843757,2108.086113,6.891115102184633,N
46.20113213,0.281997965540569,3.483239983591712,1.079947575,150,2,2,150-2-2,150-2,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,90,130,140,1.5901978067941596,1.3888146297751678,1.5198690812892892,4.326646467237339,0.8050032739208058,6.038,-6.121427988436679,1.8914662832118436,-3.5363858010403355,-6.620708477970401,1.779443624467933,145.2706405,75.56843757,2108.086113,6.891115102184633,N
47.48931383,-0.3527785150432732,2.170974177614873,1.075794621,150,2,3,150-2-3,150-2,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,120,130,140,1.5901978067941596,1.3888146297751678,1.5198690812892892,4.326646467237339,0.8050032739208058,6.038,-6.121427988436679,1.8914662832118436,-3.5363858010403355,-6.620708477970401,1.779443624467933,145.2706405,75.56843757,2108.086113,6.891115102184633,N
41.29613258,-1.2472891232232368,2.2951570820621785,1.073817762,150,2,4,150-2-4,150-2,49677,HRC,FL 1207,mid-season late,119,16.689265732023884,401.68,-0.7202769612725555,1823.06,150,130,140,1.5901978067941596,1.3888146297751678,1.5198690812892892,4.326646467237339,0.8050032739208058,6.038,-6.121427988436679,1.8914662832118436,-3.5363858010403355,-6.620708477970401,1.779443624467933,145.2706405,75.56843757,2108.086113,6.891115102184633,N
