,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred
889,72-1-5,72,1,72-1,5,N,-0.247213,-0.946332
890,72-1-6,72,1,72-1,6,N,0.256487,-0.641903
891,72-1-7,72,1,72-1,7,N,-0.101672,-0.708621
892,72-1-8,72,1,72-1,8,N,-2.425184,-1.372298
893,72-1-9,72,1,72-1,9,N,-2.485578,-0.946332
894,72-2-1,72,2,72-2,1,N,-2.075334,-1.091925
895,72-2-2,72,2,72-2,2,N,-0.332922,-1.578614
896,72-2-3,72,2,72-2,3,N,-0.179378,-1.421244
897,72-2-4,72,2,72-2,4,N,0.167734,-1.041078
898,72-2-5,72,2,72-2,5,N,-0.36182,-1.041078
899,72-2-6,72,2,72-2,6,N,-1.543688,-0.712708
900,72-2-7,72,2,72-2,7,N,-0.356411,-0.705108
901,72-2-8,72,2,72-2,8,N,-0.748187,-1.421244
902,72-2-9,72,2,72-2,9,N,-0.970449,-1.041078
903,72-3-1,72,3,72-3,1,N,-1.463782,-1.032288
904,72-3-2,72,3,72-3,2,N,-0.665997,-1.546427
905,72-3-3,72,3,72-3,3,N,-0.64751,-1.321548
906,72-3-4,72,3,72-3,4,N,0.334181,-0.930596
907,72-3-5,72,3,72-3,5,N,-0.432608,-0.930596
908,72-3-6,72,3,72-3,6,N,-0.271836,-0.711311
909,72-3-7,72,3,72-3,7,N,0.209113,-0.742102
910,72-3-8,72,3,72-3,8,N,-3.10333,-1.321548
911,72-3-9,72,3,72-3,9,N,-0.740748,-0.930596
912,73-1-1,73,1,73-1,1,N,-2.290157,-1.401408
913,73-1-2,73,1,73-1,2,N,0.444627,-1.190151
914,73-1-3,73,1,73-1,3,N,0.444627,-1.341109
915,73-1-4,73,1,73-1,4,N,-2.125722,-1.349225
916,73-1-5,73,1,73-1,5,N,-2.44343,-1.349225
917,73-1-6,73,1,73-1,6,N,-0.994379,-1.264702
918,73-1-7,73,1,73-1,7,N,-1.69176,-1.295639
919,73-1-8,73,1,73-1,8,N,-1.373487,-1.341109
920,73-1-9,73,1,73-1,9,N,-1.31275,-1.341109
921,73-3-1,73,3,73-3,1,N,-2.558473,-1.401408
922,73-3-2,73,3,73-3,2,N,-1.820518,-1.18107
923,73-3-3,73,3,73-3,3,N,-2.614598,-1.282473
924,73-3-4,73,3,73-3,4,N,-2.144264,-1.510237
925,73-3-5,73,3,73-3,5,N,-1.310808,-1.510237
926,73-3-6,73,3,73-3,6,N,0.444627,-1.264702
927,73-3-7,73,3,73-3,7,N,-2.498436,-1.33809
928,73-3-8,73,3,73-3,8,N,-2.126533,-1.282473
929,73-3-9,73,3,73-3,9,N,-0.885163,-1.282473
930,74-2-1,74,2,74-2,1,N,-2.756194,-1.253749
931,74-2-2,74,2,74-2,2,N,-1.234139,-1.190151
932,74-2-3,74,2,74-2,3,N,-0.440815,-1.405266
933,74-2-4,74,2,74-2,4,N,-1.936855,-1.17418
934,74-2-5,74,2,74-2,5,N,-1.260644,-1.17418
935,74-2-6,74,2,74-2,6,N,-1.046229,-1.264702
936,74-2-7,74,2,74-2,7,N,-0.92814,-1.33809
937,74-2-8,74,2,74-2,8,N,-0.75656,-1.405266
938,74-2-9,74,2,74-2,9,N,-1.623387,-1.405266
939,74-3-1,74,3,74-3,1,N,-1.402889,-1.401408
940,74-3-2,74,3,74-3,2,N,-1.360821,-1.18107
941,74-3-3,74,3,74-3,3,N,-1.913263,-1.282473
942,74-3-4,74,3,74-3,4,N,-0.37272,-1.510237
943,74-3-5,74,3,74-3,5,N,-1.019412,-1.510237
944,74-3-6,74,3,74-3,6,N,-1.123956,-1.264702
945,74-3-7,74,3,74-3,7,N,-0.997929,-1.33809
946,74-3-8,74,3,74-3,8,N,-1.253128,-1.282473
947,74-3-9,74,3,74-3,9,N,-2.92802,-1.282473
948,75-3-1,75,3,75-3,1,N,0.444627,-1.266066
949,75-3-2,75,3,75-3,2,N,-0.130504,-1.182241
950,75-3-3,75,3,75-3,3,N,-0.778798,-1.121105
951,75-3-4,75,3,75-3,4,N,-0.749221,-1.27903
952,75-3-5,75,3,75-3,5,N,0.057339,-1.27903
953,75-3-6,75,3,75-3,6,N,-1.887393,-1.286222
954,75-3-7,75,3,75-3,7,N,-1.337032,-1.233132
955,75-3-8,75,3,75-3,8,N,-0.949642,-1.121105
956,75-3-9,75,3,75-3,9,N,-0.606264,-1.121105
957,8701-1-1,8701,1,8701-1,1,N,0.444627,-0.267683
958,8701-1-2,8701,1,8701-1,2,N,0.444627,-0.248209
959,8701-2-2,8701,2,8701-2,2,N,-1.514507,-0.248209
960,8701-3-2,8701,3,8701-3,2,N,0.444627,-0.248209
961,8701-5-2,8701,5,8701-5,2,N,-1.017827,-0.248209
962,8701-1-3,8701,1,8701-1,3,N,0.444627,-0.289136
963,8701-2-3,8701,2,8701-2,3,N,0.444627,-0.289136
964,8701-3-3,8701,3,8701-3,3,N,0.444627,-0.289136
965,8701-5-3,8701,5,8701-5,3,N,0.444627,-0.289136
966,8701-1-4,8701,1,8701-1,4,N,-0.7876,-0.421627
967,8701-2-4,8701,2,8701-2,4,N,0.444627,-0.421627
968,8701-3-4,8701,3,8701-3,4,N,-1.477245,-0.421627
969,8701-5-4,8701,5,8701-5,4,N,-0.627564,-0.421627
970,8701-1-5,8701,1,8701-1,5,N,-1.310904,-0.699467
971,8701-2-5,8701,2,8701-2,5,N,-0.978649,-0.699467
972,8701-3-5,8701,3,8701-3,5,N,-0.500527,-0.699467
973,8701-5-5,8701,5,8701-5,5,N,-1.088811,-0.699467
974,8702-1-1,8702,1,8702-1,1,N,0.444627,-0.304386
975,8702-1-2,8702,1,8702-1,2,N,-1.090093,-0.374414
976,8702-2-2,8702,2,8702-2,2,N,-1.534603,-0.374414
977,8702-3-2,8702,3,8702-3,2,N,0.444627,-0.374414
978,8702-4-2,8702,4,8702-4,2,N,0.444627,-0.374414
979,8702-1-3,8702,1,8702-1,3,N,0.444627,-0.366024
980,8702-2-3,8702,2,8702-2,3,N,-1.667826,-0.366024
981,8702-3-3,8702,3,8702-3,3,N,0.444627,-0.366024
982,8702-4-3,8702,4,8702-4,3,N,-0.419985,-0.366024
983,8702-1-4,8702,1,8702-1,4,N,0.444627,-0.308111
984,8702-2-4,8702,2,8702-2,4,N,0.444627,-0.308111
985,8702-3-4,8702,3,8702-3,4,N,0.323366,-0.308111
986,8702-4-4,8702,4,8702-4,4,N,0.013066,-0.308111
987,8702-1-5,8702,1,8702-1,5,N,0.354071,-0.119872
988,8702-2-5,8702,2,8702-2,5,N,-0.994915,-0.119872
989,8702-3-5,8702,3,8702-3,5,N,0.444627,-0.119872
990,8702-4-5,8702,4,8702-4,5,N,-0.901563,-0.119872
991,8703-1-1,8703,1,8703-1,1,N,0.444627,-0.082739
992,8703-1-2,8703,1,8703-1,2,N,-1.022811,-0.161751
993,8703-2-2,8703,2,8703-2,2,N,-0.950304,-0.161751
994,8703-4-2,8703,4,8703-4,2,N,-1.028422,-0.161751
995,8703-1-3,8703,1,8703-1,3,N,0.444627,-0.183563
996,8703-2-3,8703,2,8703-2,3,N,0.444627,-0.183563
997,8703-4-3,8703,4,8703-4,3,N,-1.595388,-0.183563
998,8703-1-4,8703,1,8703-1,4,N,-1.33006,-0.533357
999,8703-2-4,8703,2,8703-2,4,N,-0.57747,-0.533357
1000,8703-4-4,8703,4,8703-4,4,N,-1.211015,-0.533357
1001,8703-1-5,8703,1,8703-1,5,N,-0.880397,-0.699797
1002,8703-2-5,8703,2,8703-2,5,N,0.363077,-0.699797
1003,8703-4-5,8703,4,8703-4,5,N,-1.168288,-0.699797
1004,8704-1-1,8704,1,8704-1,1,N,0.444627,-0.334302
1005,8704-1-2,8704,1,8704-1,2,N,-1.63228,-0.493803
1006,8704-2-2,8704,2,8704-2,2,N,-1.745868,-0.493803
1007,8704-3-2,8704,3,8704-3,2,N,0.444627,-0.493803
1008,8704-4-2,8704,4,8704-4,2,N,0.444627,-0.493803
1009,8704-5-2,8704,5,8704-5,2,N,0.444627,-0.493803
1010,8704-1-3,8704,1,8704-1,3,N,0.444627,-0.651078
1011,8704-2-3,8704,2,8704-2,3,N,-1.635941,-0.651078
1012,8704-3-3,8704,3,8704-3,3,N,-1.641133,-0.651078
1013,8704-4-3,8704,4,8704-4,3,N,0.444627,-0.651078
1014,8704-5-3,8704,5,8704-5,3,N,-1.102783,-0.651078
1015,8704-1-4,8704,1,8704-1,4,N,-1.608265,-0.221903
1016,8704-2-4,8704,2,8704-2,4,N,-1.531044,-0.221903
1017,8704-3-4,8704,3,8704-3,4,N,-0.697604,-0.221903
1018,8704-4-4,8704,4,8704-4,4,N,0.444627,-0.221903
1019,8704-5-4,8704,5,8704-5,4,N,0.444627,-0.221903
1020,8704-6-4,8704,6,8704-6,4,N,0.444627,-0.221903
1021,8704-1-5,8704,1,8704-1,5,N,0.154898,-0.456387
1022,8704-2-5,8704,2,8704-2,5,N,-0.406086,-0.456387
1023,8704-3-5,8704,3,8704-3,5,N,-0.984339,-0.456387
1024,8704-4-5,8704,4,8704-4,5,N,-1.201768,-0.456387
1025,8704-5-5,8704,5,8704-5,5,N,0.444627,-0.456387
1026,8704-6-5,8704,6,8704-6,5,N,0.444627,-0.456387
1027,8801-1-1,8801,1,8801-1,1,N,-1.671461,-0.147299
1028,8801-1-2,8801,1,8801-1,2,N,0.444627,-0.216972
1029,8801-2-2,8801,2,8801-2,2,N,-1.161449,-0.216972
1030,8801-3-2,8801,3,8801-3,2,N,0.444627,-0.216972
1031,8801-4-2,8801,4,8801-4,2,N,-1.485373,-0.216972
1032,8801-1-3,8801,1,8801-1,3,N,0.223917,-0.116813
1033,8801-2-3,8801,2,8801-2,3,N,0.444627,-0.116813
1034,8801-3-3,8801,3,8801-3,3,N,0.444627,-0.116813
1035,8801-4-3,8801,4,8801-4,3,N,0.444627,-0.116813
1036,8801-1-4,8801,1,8801-1,4,N,-1.64266,-0.097712
1037,8801-2-4,8801,2,8801-2,4,N,0.444627,-0.097712
1038,8801-3-4,8801,3,8801-3,4,N,0.444627,-0.097712
1039,8801-4-4,8801,4,8801-4,4,N,0.444627,-0.097712
1040,8801-6-4,8801,6,8801-6,4,N,-1.52298,-0.097712
1041,8801-1-5,8801,1,8801-1,5,N,-1.362054,-0.237418
1042,8801-2-5,8801,2,8801-2,5,N,0.444627,-0.237418
1043,8801-3-5,8801,3,8801-3,5,N,-0.642372,-0.237418
1044,8801-4-5,8801,4,8801-4,5,N,-0.866251,-0.237418
1045,8801-6-5,8801,6,8801-6,5,N,0.444627,-0.237418
1046,8802-1-1,8802,1,8802-1,1,N,0.444627,-0.031764
1047,8802-1-2,8802,1,8802-1,2,N,0.444627,-0.087048
1048,8802-2-2,8802,2,8802-2,2,N,-1.52885,-0.087048
1049,8802-3-2,8802,3,8802-3,2,N,0.444627,-0.087048
1050,8802-4-2,8802,4,8802-4,2,N,-1.42372,-0.087048
1051,8802-1-3,8802,1,8802-1,3,N,-0.898844,-0.281116
1052,8802-2-3,8802,2,8802-2,3,N,-0.865802,-0.281116
1053,8802-3-3,8802,3,8802-3,3,N,0.444627,-0.281116
1054,8802-4-3,8802,4,8802-4,3,N,-0.050261,-0.281116
1055,8802-1-4,8802,1,8802-1,4,N,-0.464804,-0.136762
1056,8802-2-4,8802,2,8802-2,4,N,-0.212387,-0.136762
1057,8802-3-4,8802,3,8802-3,4,N,-0.580018,-0.136762
1058,8802-4-4,8802,4,8802-4,4,N,-0.063488,-0.136762
1059,8802-6-4,8802,6,8802-6,4,N,0.444627,-0.136762
1060,8802-1-5,8802,1,8802-1,5,N,0.212932,0.173367
1061,8802-2-5,8802,2,8802-2,5,N,0.444627,0.173367
1062,8802-3-5,8802,3,8802-3,5,N,-0.744463,0.173367
1063,8802-4-5,8802,4,8802-4,5,N,-0.083298,0.173367
1064,8802-6-5,8802,6,8802-6,5,N,-0.186145,0.173367
1065,8803-1-1,8803,1,8803-1,1,N,0.444627,0.079544
1066,8803-1-2,8803,1,8803-1,2,N,0.444627,-0.050333
1067,8803-3-2,8803,3,8803-3,2,N,0.444627,-0.050333
1068,8803-5-2,8803,5,8803-5,2,N,0.444627,-0.050333
1069,8803-1-3,8803,1,8803-1,3,N,-0.629374,-0.145627
1070,8803-3-3,8803,3,8803-3,3,N,-1.011763,-0.145627
1071,8803-5-3,8803,5,8803-5,3,N,0.444627,-0.145627
1072,8803-1-4,8803,1,8803-1,4,N,0.377971,-0.36363
1073,8803-3-4,8803,3,8803-3,4,N,-1.299296,-0.36363
1074,8803-5-4,8803,5,8803-5,4,N,0.444627,-0.36363
1075,8803-1-5,8803,1,8803-1,5,N,0.805701,-0.207839
1076,8803-3-5,8803,3,8803-3,5,N,0.99904,-0.207839
1077,8803-5-5,8803,5,8803-5,5,N,0.004904,-0.207839
1078,8804-2-2,8804,2,8804-2,2,N,0.444627,-0.292085
1079,8804-3-2,8804,3,8804-3,2,N,0.444627,-0.292085
1080,8804-5-2,8804,5,8804-5,2,N,-1.236705,-0.292085
1081,8804-2-3,8804,2,8804-2,3,N,-0.257889,-0.541678
1082,8804-3-3,8804,3,8804-3,3,N,-0.938439,-0.541678
1083,8804-5-3,8804,5,8804-5,3,N,-1.497824,-0.541678
1084,8804-2-4,8804,2,8804-2,4,N,-0.131585,-0.329048
1085,8804-3-4,8804,3,8804-3,4,N,-0.708326,-0.329048
1086,8804-5-4,8804,5,8804-5,4,N,-1.12293,-0.329048
1087,8804-6-4,8804,6,8804-6,4,N,-0.682547,-0.329048
1088,8804-2-5,8804,2,8804-2,5,N,0.321634,0.010442
1089,8804-3-5,8804,3,8804-3,5,N,0.448313,0.010442
1090,8804-5-5,8804,5,8804-5,5,N,0.236767,0.010442
1091,8804-6-5,8804,6,8804-6,5,N,-0.539641,0.010442
1092,8901-2-2,8901,2,8901-2,2,N,-0.171769,-0.172626
1093,8901-2-3,8901,2,8901-2,3,N,-0.831905,-0.171643
1094,8901-2-4,8901,2,8901-2,4,N,-1.125256,-0.457378
1095,8901-2-5,8901,2,8901-2,5,N,-0.208102,-0.625329
1096,8902-1-1,8902,1,8902-1,1,N,0.444627,-0.24203
1097,8902-1-2,8902,1,8902-1,2,N,-0.856697,-0.29457
1098,8902-2-2,8902,2,8902-2,2,N,-0.592051,-0.29457
1099,8902-3-2,8902,3,8902-3,2,N,-0.768292,-0.29457
1100,8902-5-2,8902,5,8902-5,2,N,0.444627,-0.29457
1101,8902-1-3,8902,1,8902-1,3,N,-0.117052,-0.571463
1102,8902-2-3,8902,2,8902-2,3,N,0.230228,-0.571463
1103,8902-3-3,8902,3,8902-3,3,N,-0.542455,-0.571463
1104,8902-5-3,8902,5,8902-5,3,N,-0.437001,-0.571463
1105,8902-1-4,8902,1,8902-1,4,N,-0.740518,-0.240052
1106,8902-2-4,8902,2,8902-2,4,N,-1.752422,-0.240052
1107,8902-3-4,8902,3,8902-3,4,N,-0.082358,-0.240052
1108,8902-5-4,8902,5,8902-5,4,N,-1.156981,-0.240052
1109,8902-6-4,8902,6,8902-6,4,N,0.444627,-0.240052
1110,8902-1-5,8902,1,8902-1,5,N,0.306349,-0.489898
1111,8902-2-5,8902,2,8902-2,5,N,-0.354128,-0.489898
1112,8902-3-5,8902,3,8902-3,5,N,-0.363999,-0.489898
1113,8902-5-5,8902,5,8902-5,5,N,0.326717,-0.489898
1114,8902-6-5,8902,6,8902-6,5,N,-0.77237,-0.489898
1115,8903-1-1,8903,1,8903-1,1,N,0.444627,-0.138241
1116,8903-1-2,8903,1,8903-1,2,N,0.444627,-0.228936
1117,8903-5-2,8903,5,8903-5,2,N,0.444627,-0.228936
1118,8903-1-3,8903,1,8903-1,3,N,0.444627,-0.250749
1119,8903-5-3,8903,5,8903-5,3,N,-0.663127,-0.250749
1120,8903-1-4,8903,1,8903-1,4,N,0.444627,-0.615982
1121,8903-5-4,8903,5,8903-5,4,N,0.444627,-0.615982
1122,8903-1-5,8903,1,8903-1,5,N,-1.757645,-0.681271
1123,8903-5-5,8903,5,8903-5,5,N,-1.088814,-0.681271
1124,8904-1-1,8904,1,8904-1,1,N,-1.201914,-0.36246
1125,8904-1-2,8904,1,8904-1,2,N,0.444627,-0.587333
1126,8904-2-2,8904,2,8904-2,2,N,-0.80781,-0.587333
1127,8904-3-2,8904,3,8904-3,2,N,-1.58346,-0.587333
1128,8904-4-2,8904,4,8904-4,2,N,-0.609926,-0.587333
1129,8904-1-3,8904,1,8904-1,3,N,-1.231936,-0.643149
1130,8904-2-3,8904,2,8904-2,3,N,-1.234286,-0.643149
1131,8904-3-3,8904,3,8904-3,3,N,-1.666534,-0.643149
1132,8904-4-3,8904,4,8904-4,3,N,0.103964,-0.643149
1133,8904-2-4,8904,2,8904-2,4,N,0.444627,-0.697587
1134,8904-3-4,8904,3,8904-3,4,N,-0.995673,-0.697587
1135,8904-4-4,8904,4,8904-4,4,N,-0.281917,-0.697587
1136,8904-1-5,8904,1,8904-1,5,N,-1.789863,-0.444918
1137,8904-2-5,8904,2,8904-2,5,N,-0.490408,-0.444918
1138,8904-3-5,8904,3,8904-3,5,N,-1.318263,-0.444918
1139,8904-4-5,8904,4,8904-4,5,N,-0.621563,-0.444918
1140,9001-1-1,9001,1,9001-1,1,N,0.444627,-0.330977
1141,9001-3-2,9001,3,9001-3,2,N,0.192333,-0.214555
1142,9001-4-2,9001,4,9001-4,2,N,0.444627,-0.214555
1143,9001-5-2,9001,5,9001-5,2,N,-0.834976,-0.214555
1144,9001-1-3,9001,1,9001-1,3,N,-0.517756,0.000588
1145,9001-3-3,9001,3,9001-3,3,N,0.444627,0.000588
1146,9001-5-3,9001,5,9001-5,3,N,0.083225,0.000588
1147,9001-1-4,9001,1,9001-1,4,N,0.683818,-0.097414
1148,9001-3-4,9001,3,9001-3,4,N,0.203257,-0.097414
1149,9001-4-4,9001,4,9001-4,4,N,-0.376465,-0.097414
1150,9001-5-4,9001,5,9001-5,4,N,-0.556379,-0.097414
1151,9001-6-4,9001,6,9001-6,4,N,0.444627,-0.097414
1152,9001-3-5,9001,3,9001-3,5,N,-0.714438,-0.237418
1153,9001-4-5,9001,4,9001-4,5,N,0.408389,-0.237418
1154,9001-5-5,9001,5,9001-5,5,N,-0.777003,-0.237418
1155,9001-6-5,9001,6,9001-6,5,N,-0.013559,-0.237418
1156,9002-3-2,9002,3,9002-3,2,N,-0.464301,-0.161439
1157,9002-4-2,9002,4,9002-4,2,N,-0.326535,-0.161439
1158,9002-3-3,9002,3,9002-3,3,N,0.427201,-0.281116
1159,9002-4-3,9002,4,9002-4,3,N,-0.969078,-0.281116
1160,9002-3-4,9002,3,9002-3,4,N,0.572387,-0.002352
1161,9002-4-4,9002,4,9002-4,4,N,0.444627,-0.002352
1162,9002-6-4,9002,6,9002-6,4,N,-0.271212,-0.002352
1163,9002-3-5,9002,3,9002-3,5,N,1.015226,0.028448
1164,9002-4-5,9002,4,9002-4,5,N,0.728219,0.028448
1165,9002-6-5,9002,6,9002-6,5,N,0.227499,0.028448
1166,9003-1-1,9003,1,9003-1,1,N,0.444627,0.099281
1167,9003-1-2,9003,1,9003-1,2,N,0.444627,-0.050333
1168,9003-2-2,9003,2,9003-2,2,N,0.444627,-0.050333
1169,9003-3-2,9003,3,9003-3,2,N,0.444627,-0.050333
1170,9003-4-2,9003,4,9003-4,2,N,-0.968798,-0.050333
1171,9003-5-2,9003,5,9003-5,2,N,0.444627,-0.050333
1172,9003-1-3,9003,1,9003-1,3,N,-0.8783,-0.367768
1173,9003-2-3,9003,2,9003-2,3,N,-0.764967,-0.367768
1174,9003-3-3,9003,3,9003-3,3,N,-0.672182,-0.367768
1175,9003-4-3,9003,4,9003-4,3,N,-1.366462,-0.367768
1176,9003-5-3,9003,5,9003-5,3,N,0.444627,-0.367768
1177,9003-1-4,9003,1,9003-1,4,N,-1.600792,-0.432049
1178,9003-2-4,9003,2,9003-2,4,N,-0.388116,-0.432049
1179,9003-3-4,9003,3,9003-3,4,N,-1.071546,-0.432049
1180,9003-4-4,9003,4,9003-4,4,N,-0.576875,-0.432049
1181,9003-5-4,9003,5,9003-5,4,N,-0.170798,-0.432049
1182,9003-1-5,9003,1,9003-1,5,N,-0.371846,-0.180508
1183,9003-2-5,9003,2,9003-2,5,N,-0.22473,-0.180508
1184,9003-3-5,9003,3,9003-3,5,N,-0.431236,-0.180508
1185,9003-4-5,9003,4,9003-4,5,N,-0.347244,-0.180508
1186,9003-5-5,9003,5,9003-5,5,N,-0.117476,-0.180508
1187,9004-1-1,9004,1,9004-1,1,N,0.444627,0.099215
1188,9004-1-2,9004,1,9004-1,2,N,-1.474701,-0.292085
1189,9004-2-2,9004,2,9004-2,2,N,-0.549813,-0.292085
1190,9004-4-2,9004,4,9004-4,2,N,0.444627,-0.292085
1191,9004-5-2,9004,5,9004-5,2,N,-0.109666,-0.292085
1192,9004-1-3,9004,1,9004-1,3,N,-1.583516,-0.452383
1193,9004-2-3,9004,2,9004-2,3,N,-0.587194,-0.452383
1194,9004-4-3,9004,4,9004-4,3,N,-1.017685,-0.452383
1195,9004-5-3,9004,5,9004-5,3,N,0.146811,-0.452383
1196,9004-1-4,9004,1,9004-1,4,N,0.12625,-0.330334
1197,9004-2-4,9004,2,9004-2,4,N,0.444627,-0.330334
1198,9004-4-4,9004,4,9004-4,4,N,-0.156067,-0.330334
1199,9004-5-4,9004,5,9004-5,4,N,-0.554797,-0.330334
1200,9004-1-5,9004,1,9004-1,5,N,0.279566,-0.134477
1201,9004-2-5,9004,2,9004-2,5,N,0.169003,-0.134477
1202,9004-4-5,9004,4,9004-4,5,N,-0.525939,-0.134477
1203,9004-5-5,9004,5,9004-5,5,N,0.784432,-0.134477
1204,9101-1-1,9101,1,9101-1,1,N,0.444627,-0.154764
1205,9101-1-2,9101,1,9101-1,2,N,-1.810372,-0.470156
1206,9101-3-2,9101,3,9101-3,2,N,0.444627,-0.470156
1207,9101-5-2,9101,5,9101-5,2,N,0.444627,-0.470156
1208,9101-1-3,9101,1,9101-1,3,N,-1.76416,-0.733935
1209,9101-3-3,9101,3,9101-3,3,N,0.444627,-0.733935
1210,9101-5-3,9101,5,9101-5,3,N,-1.764023,-0.733935
1211,9101-1-4,9101,1,9101-1,4,N,-1.636937,-0.796065
1212,9101-3-4,9101,3,9101-3,4,N,-1.026243,-0.796065
1213,9101-5-4,9101,5,9101-5,4,N,-1.223851,-0.796065
1214,9101-6-4,9101,6,9101-6,4,N,-1.795676,-0.796065
1215,9101-1-5,9101,1,9101-1,5,N,-0.412607,-0.595884
1216,9101-3-5,9101,3,9101-3,5,N,-0.944027,-0.595884
1217,9101-5-5,9101,5,9101-5,5,N,0.444627,-0.595884
1218,9101-6-5,9101,6,9101-6,5,N,0.444627,-0.595884
1219,9102-1-1,9102,1,9102-1,1,N,0.444627,-0.035919
1220,9102-1-2,9102,1,9102-1,2,N,0.444627,-0.102101
1221,9102-2-2,9102,2,9102-2,2,N,0.444627,-0.102101
1222,9102-3-2,9102,3,9102-3,2,N,0.444627,-0.102101
1223,9102-4-2,9102,4,9102-4,2,N,0.444627,-0.102101
1224,9102-5-2,9102,5,9102-5,2,N,0.444627,-0.102101
1225,9102-1-3,9102,1,9102-1,3,N,0.444627,-0.142395
1226,9102-2-3,9102,2,9102-2,3,N,0.444627,-0.142395
1227,9102-3-3,9102,3,9102-3,3,N,-1.344656,-0.142395
1228,9102-4-3,9102,4,9102-4,3,N,-0.67008,-0.142395
1229,9102-5-3,9102,5,9102-5,3,N,0.444627,-0.142395
1230,9102-1-4,9102,1,9102-1,4,N,-1.221469,-0.415695
1231,9102-2-4,9102,2,9102-2,4,N,-0.894874,-0.415695
1232,9102-3-4,9102,3,9102-3,4,N,-1.937939,-0.415695
1233,9102-4-4,9102,4,9102-4,4,N,0.444627,-0.415695
1234,9102-5-4,9102,5,9102-5,4,N,-1.117684,-0.415695
1235,9102-6-4,9102,6,9102-6,4,N,-0.854334,-0.415695
1236,9102-1-5,9102,1,9102-1,5,N,-1.617631,-0.54489
1237,9102-2-5,9102,2,9102-2,5,N,-1.830969,-0.54489
1238,9102-3-5,9102,3,9102-3,5,N,0.444627,-0.54489
1239,9102-4-5,9102,4,9102-4,5,N,0.444627,-0.54489
1240,9102-5-5,9102,5,9102-5,5,N,-0.988574,-0.54489
1241,9102-6-5,9102,6,9102-6,5,N,-0.681089,-0.54489
1242,9103-1-1,9103,1,9103-1,1,N,0.444627,-0.436609
1243,9103-1-2,9103,1,9103-1,2,N,-1.828621,-0.669105
1244,9103-2-2,9103,2,9103-2,2,N,0.444627,-0.669105
1245,9103-3-2,9103,3,9103-3,2,N,-1.186724,-0.669105
1246,9103-1-3,9103,1,9103-1,3,N,-1.748211,-0.939427
1247,9103-2-3,9103,2,9103-2,3,N,-1.130379,-0.939427
1248,9103-3-3,9103,3,9103-3,3,N,-1.142569,-0.939427
1249,9103-1-4,9103,1,9103-1,4,N,0.444627,-0.901724
1250,9103-2-4,9103,2,9103-2,4,N,-1.332676,-0.901724
1251,9103-3-4,9103,3,9103-3,4,N,-1.236536,-0.901724
1252,9103-6-4,9103,6,9103-6,4,N,-1.24095,-0.901724
1253,9103-1-5,9103,1,9103-1,5,N,-0.978155,-0.575357
1254,9103-2-5,9103,2,9103-2,5,N,0.365637,-0.575357
1255,9103-3-5,9103,3,9103-3,5,N,-0.04415,-0.575357
1256,9103-6-5,9103,6,9103-6,5,N,-0.730661,-0.575357
1257,9104-2-2,9104,2,9104-2,2,N,-1.322082,-0.007928
1258,9104-3-2,9104,3,9104-3,2,N,-0.975221,-0.007928
1259,9104-5-2,9104,5,9104-5,2,N,-1.597653,-0.007928
1260,9104-2-3,9104,2,9104-2,3,N,0.444627,-0.328938
1261,9104-3-3,9104,3,9104-3,3,N,0.444627,-0.328938
1262,9104-5-3,9104,5,9104-5,3,N,0.444627,-0.328938
1263,9104-2-4,9104,2,9104-2,4,N,-0.474957,-0.374093
1264,9104-3-4,9104,3,9104-3,4,N,-0.783255,-0.374093
1265,9104-5-4,9104,5,9104-5,4,N,0.444627,-0.374093
1266,9104-6-4,9104,6,9104-6,4,N,0.444627,-0.374093
1267,9104-2-5,9104,2,9104-2,5,N,0.39861,-0.223734
1268,9104-3-5,9104,3,9104-3,5,N,-0.918088,-0.223734
1269,9104-5-5,9104,5,9104-5,5,N,0.444627,-0.223734
1270,9104-6-5,9104,6,9104-6,5,N,0.444627,-0.223734
1271,9201-1-1,9201,1,9201-1,1,N,0.444627,-0.271912
1272,9201-1-2,9201,1,9201-1,2,N,-1.529528,-0.262118
1273,9201-2-2,9201,2,9201-2,2,N,0.737522,-0.262118
1274,9201-3-2,9201,3,9201-3,2,N,-1.670005,-0.262118
1275,9201-4-2,9201,4,9201-4,2,N,-1.07918,-0.262118
1276,9201-1-3,9201,1,9201-1,3,N,-0.372762,-0.279688
1277,9201-2-3,9201,2,9201-2,3,N,0.444627,-0.279688
1278,9201-3-3,9201,3,9201-3,3,N,0.444627,-0.279688
1279,9201-4-3,9201,4,9201-4,3,N,0.444627,-0.279688
1280,9201-1-4,9201,1,9201-1,4,N,-1.137301,-0.047242
1281,9201-2-4,9201,2,9201-2,4,N,0.444627,-0.047242
1282,9201-3-4,9201,3,9201-3,4,N,-0.107143,-0.047242
1283,9201-4-4,9201,4,9201-4,4,N,-0.48606,-0.047242
1284,9201-1-5,9201,1,9201-1,5,N,-1.077822,-0.418004
1285,9201-2-5,9201,2,9201-2,5,N,0.208756,-0.418004
1286,9201-3-5,9201,3,9201-3,5,N,-0.144759,-0.418004
1287,9201-4-5,9201,4,9201-4,5,N,1.167815,-0.418004
1288,9202-1-1,9202,1,9202-1,1,N,0.444627,-0.3489
1289,9202-1-2,9202,1,9202-1,2,N,-1.673251,-0.548684
