X,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred,index,tsizeMS_L,tsizeS_M,RendGros,RendMoy,RendPetit
677,51-2-10,51,2,51-2,10,N,0.444627,-0.238655,1337,-1.1102230246251565e-16,-2.010983200698094,0,1.26126,21.67308
678,52-1-1,52,1,52-1,1,N,0.225536,-0.259851,1338,-0.21744426121882013,-1.3164462894067555,6.21192,3.19605,20.56626
679,52-1-2,52,1,52-1,2,N,0.444627,-0.227765,1339,5.551115123125783e-17,-1.3475202140797475,0,3.442725,23.14884
680,52-1-3,52,1,52-1,3,N,-0.528285,-0.194284,1340,-0.9655978934758085,-1.4552042198889454,2.80566,3.271554,25.616448
681,52-1-4,52,1,52-1,4,N,0.737725,-0.167259,1341,0.29089526959780776,-1.1211516392363412,11.29557,3.580005,17.47746
682,52-1-5,52,1,52-1,5,N,-0.814661,-0.167259,1342,-1.2498208531550323,-0.924104863783778,2.477475,5.956665,22.0077
683,52-1-6,52,1,52-1,6,N,-0.041863,-0.115991,1343,-0.48283218410734813,-1.2484455862484727,5.26383,3.933072,22.988394
684,52-1-7,52,1,52-1,7,N,0.188022,-0.115991,1344,-0.25467589753781905,-1.298412652080942,5.28957,2.885025,18.097365
685,52-1-8,52,1,52-1,8,N,-0.690013,-0.039064,1345,-1.1261105203502475,-1.5848017950625874,1.57014,2.03346,19.12482
686,52-1-9,52,1,52-1,9,N,-0.002791,-0.039064,1346,-0.44405429610995606,-0.9944124077555119,5.287425,4.50879,18.39981
687,52-1-10,52,1,52-1,10,N,0.00638,-0.039064,1347,-0.4349518901418826,-2.5462062747121283,2.45388,0.69069,25.300275
688,52-2-1,52,2,52-2,1,N,0.305625,-0.326769,1348,-0.1379566618205732,-1.8314166671040182,5.231655,1.696695,22.61688
689,52-2-2,52,2,52-2,2,N,-1.353517,-0.339085,1349,-1.7846262082598132,-1.5809085638240448,0.99099,2.88288,26.964795
690,52-2-3,52,2,52-2,3,N,-1.647993,-0.280642,1350,-2.076888994082604,-1.3433361087752906,0.64189125,3.159585,21.11967
691,52-2-4,52,2,52-2,4,N,-0.87701,-0.383641,1351,-1.311701599897636,-1.295717439642816,1.87902,3.747315,23.416965
692,52-2-5,52,2,52-2,5,N,0.060534,-0.383641,1352,-0.38120550136525305,-0.8696191136958175,6.00171,5.175885,17.70483
693,52-2-6,52,2,52-2,6,N,0.53877,-0.185908,1353,0.09343573160443991,-1.6421761055615853,5.64564,1.576575,16.081065
694,52-2-7,52,2,52-2,7,N,0.312615,-0.185908,1354,-0.13101920108685755,-1.456305991920964,6.072066,2.545686,19.963944
695,52-2-8,52,2,52-2,8,N,1.184666,-0.025697,1355,0.7344759886676382,-2.255836270974168,7.95366,0.65637,15.94593
696,52-2-9,52,2,52-2,9,N,-0.335487,-0.025697,1356,-0.7742493048897059,-1.4312343845309885,3.193905,2.996565,22.68123
697,52-2-10,52,2,52-2,10,N,-0.703273,-0.025697,1357,-1.1392704126029982,-1.2206500613063098,2.185755,3.721575,20.91375
698,53-1-1,53,1,53-1,1,N,-0.10928,-0.165742,1358,-0.5497426296361689,-1.1460419847098766,7.26726,6.33633,32.04201
699,53-1-2,53,1,53-1,2,N,-0.790546,-0.164988,1359,-1.2258876560877479,-1.1813694779051893,2.807805,5.46546,29.054025
700,53-1-3,53,1,53-1,3,N,0.148168,-0.249919,1360,-0.2942299799152865,-1.5040075429079502,7.552545,3.738735,31.366335
701,53-1-4,53,1,53-1,4,N,0.343632,-0.117221,1361,-0.10023510109014766,-1.272964091919049,10.225215,4.699695,28.43841
702,53-1-5,53,1,53-1,5,N,0.141306,-0.117221,1362,-0.3010410228436708,-1.0702741046418793,11.828817,8.024016,36.453417
703,53-1-6,53,1,53-1,6,N,-0.513372,0.034242,1363,-0.9507966967208088,-0.9174235627220022,4.849845,8.123115,29.7297
704,53-1-7,53,1,53-1,7,N,0.477585,0.034242,1364,0.032709930686260213,-1.3383066513582822,15.171156,5.657652,37.549512
705,53-1-8,53,1,53-1,8,N,0.158557,0.10576,1365,-0.2839188780262457,-0.8542429723618755,9.894885,7.65765,25.630605
706,53-1-9,53,1,53-1,9,N,0.099689,0.10576,1366,-0.3423444400658384,-0.7720890501079686,9.33933,8.22822,24.519495
707,53-1-10,53,1,53-1,10,N,0.252215,-0.142822,1367,-0.19096492919213748,-0.937452363347096,12.267255,7.98798,30.075045
708,54-1-2,54,1,54-1,2,K,-0.328185,-0.381868,1379,-0.767002322226296,-1.440785133451761,3.37194,3.11454,23.89476375
709,54-1-3,54,1,54-1,3,K,-0.316129,-0.381868,1380,-0.7550364603063866,-1.0142576741028009,2.992275,3.68242875,15.45526125
710,54-1-4,54,1,54-1,4,K,-0.485599,-0.381868,1381,-0.9232324253670244,-1.2368844631751523,2.8603575,3.69529875,21.24837
711,54-1-5,54,1,54-1,5,K,-0.921917,-0.381868,1382,-1.3562706621929543,-0.7794347130183165,2.400255,7.28281125,21.92887125
712,54-1-6,54,1,54-1,6,K,-0.065133,-0.381868,1383,-0.5059277729570542,-1.4439227500648153,4.71042,3.15315,24.29856
713,54-1-7,54,1,54-1,7,K,-1.008752,-0.406121,1384,-1.442453260999279,-1.559296323675564,1.486485,2.88770625,26.196885
714,54-1-8,54,1,54-1,8,K,-0.012046,-0.406121,1385,-0.4532399176199682,-1.093553753112959,5.630625,4.5270225,21.254805
715,54-1-9,54,1,54-1,9,K,-0.193891,-0.406121,1386,-0.6337175424921541,-1.7579717425436017,2.927925,1.83558375,22.05435375
716,54-1-10,54,1,54-1,10,K,-0.866429,-0.433535,1387,-1.3011999520960646,-1.7433669234487907,1.5990975,2.2940775,26.99965125
717,54-2-1,54,2,54-2,1,K,-0.252069,-0.406121,1388,-0.6914580270580444,-1.464786122650168,3.14028,2.59974,20.6338275
718,54-2-2,54,2,54-2,2,K,-0.324789,-0.381868,1389,-0.7636319038164443,-1.4996566699654297,3.06306,2.7027,22.53537
719,54-2-4,54,2,54-2,4,K,-0.320671,-0.381868,1391,-0.7595451493390356,-1.6616025504132228,3.03892875,2.37934125,24.9452775
720,54-2-5,54,2,54-2,5,K,-0.655078,-0.381868,1392,-1.0914374759658112,-2.069031460853757,1.3288275,1.17117,21.846825
721,54-2-6,54,2,54-2,6,K,-1.171934,-0.381868,1393,-1.6044081148028428,-1.1137743012603551,1.62162,5.26383,25.43112
722,54-2-8,54,2,54-2,8,K,-0.747215,-0.406121,1395,-1.1828819190881645,-1.6689897046215945,1.82754,2.3906025,25.32655125
723,54-2-9,54,2,54-2,9,K,-0.011402,-0.406121,1396,-0.4526009839618452,-1.5040203265081489,4.8906,2.93918625,24.65892
724,54-2-10,54,2,54-2,10,K,-0.924308,-0.433535,1397,-1.3586442245818988,-1.3631956987888976,1.62162,3.2657625,22.45117875
725,57-1-1,57,1,57-1,1,N,0.410058,0.576476,1428,-0.034308743286024235,1.2829922669342997,8.22393,21.24837,3.46203
726,57-1-2,57,1,57-1,2,N,0.704673,0.543246,1429,0.25809091995809874,1.2312262050645026,10.83654,18.86742,3.30759
727,57-1-3,57,1,57-1,3,N,0.692209,0.567601,1430,0.2457209827223683,1.5325525684928896,11.546535,25.257375,2.89146
728,57-1-4,57,1,57-1,4,N,1.375218,0.79489,1431,0.9235957883485899,1.6877355723309262,16.467165,17.52465,1.610895
729,57-1-5,57,1,57-1,5,N,0.87887,0.79489,1432,0.430978534591313,1.1658914773893334,11.89188,15.99741,3.07593
730,57-2-1,57,2,57-2,1,N,0.444627,0.444994,1433,-5.551115123125783e-17,1.2420725417789935,0,23.70654,4.09266
731,57-2-2,57,2,57-2,2,N,-0.545779,0.434252,1434,-0.9829606538115634,1.1645588943197571,2.94723,22.38093,4.31145
732,57-2-3,57,2,57-2,3,N,0.662055,0.751347,1435,0.2157935874815332,1.5149862808129941,9.3951,21.05532,2.47104
733,57-2-4,57,2,57-2,4,N,0.511961,0.899616,1436,0.0668282212495816,1.6996592833065194,6.55083,20.0772,1.81467
734,57-2-5,57,2,57-2,5,N,0.963445,0.899616,1437,0.5149183128958505,1.0511033288693317,11.33847,12.68982,2.87001
735,58-1-1,58,1,58-1,1,N,-0.225237,0.599428,1438,-0.6648278268357366,1.3930883280952113,3.11454,18.82881,2.62548
736,58-1-2,58,1,58-1,2,N,1.023528,0.550212,1439,0.5745494191723282,1.914880660992966,9.36936,17.95365,1.19691
737,58-1-3,58,1,58-1,3,N,0.473184,0.747326,1440,0.02834293458498327,2.2312127655623,4.32432,20.23164,0.86229
738,58-1-4,58,1,58-1,4,N,0.452696,0.805112,1441,0.008008356181580967,1.3773942801958814,7.29729,19.13769,2.72844
739,58-1-5,58,1,58-1,5,N,-0.681155,0.858755,1442,-1.1173183157945847,1.6254635671714692,1.89189,23.46201,2.35521
740,58-2-1,58,2,58-2,1,N,-0.445936,0.475397,1443,-0.8838683216364545,1.0691331327258893,2.59974,16.3449,3.6036
741,58-2-2,58,2,58-2,2,N,-0.173191,0.452151,1444,-0.6131732049732131,1.6906997837078312,3.19176,22.35519,2.04633
742,58-2-3,58,2,58-2,3,N,-0.21029,0.795612,1445,-0.6499938201875027,1.6763338316597731,3.15315,22.86999,2.13642
743,58-2-4,58,2,58-2,4,N,0.765062,0.810436,1446,0.31802625181557287,1.55210973086845,8.59716,17.45172,1.94337
744,58-2-5,58,2,58-2,5,N,0.215284,0.810436,1447,-0.22761836079138315,1.1220919402802891,5.59845,16.35777,3.3462
745,60-1-1,60,1,60-1,1,N,0.494292,0.573512,1458,0.04929147478709006,1.699904621925017,6.0489,18.94464,1.71171
746,60-1-2,60,1,60-1,2,N,-1.044786,0.54271,1459,-1.478215916465011,1.7570943426806402,1.09395,23.166,1.9305
747,60-1-3,60,1,60-1,3,N,0.734804,0.584431,1460,0.2879961981667485,1.5978984727008472,7.70913,16.76961,1.75032
748,60-1-4,60,1,60-1,4,N,0.945006,0.938835,1461,0.49661744041042843,1.6402236695824712,9.6525,16.75674,1.64736
749,60-1-5,60,1,60-1,5,N,0.976133,0.739459,1462,0.5275110530338278,1.7636843883404794,7.60617,13.87386,1.14543
750,60-2-1,60,2,60-2,1,N,0.472016,0.492242,1463,0.02718318457776714,2.2048997700816586,4.49163,20.65635,0.91377
751,60-2-2,60,2,60-2,2,N,0.823397,0.493028,1464,0.3759227319106631,1.9052972665430075,8.15958,19.80693,1.33848
752,60-2-3,60,2,60-2,3,N,0.672498,0.66105,1465,0.22615790341114872,1.7876794105933609,6.91119,18.54567,1.48005
753,60-2-4,60,2,60-2,4,N,1.318905,0.879601,1466,0.8677054946219931,1.895768503460999,12.0978,15.97167,1.09395
754,60-2-5,60,2,60-2,5,N,1.26917,0.804619,1467,0.8183443065099096,1.9810496467863599,9.96138,14.83911,0.9009
755,62-1-1,62,1,62-1,1,N,0.386044,0.749199,1478,-0.05814286034933419,1.2989665137517172,5.94594,15.99741,2.54826
756,62-1-2,62,1,62-1,2,N,0.62117,0.887412,1479,0.1752161759676289,1.5251137266790817,7.50321,17.79921,2.0592
757,62-1-3,62,1,62-1,3,N,0.958584,0.95746,1480,0.510093557463911,1.4270756892348713,10.6821,15.68853,2.08494
758,62-1-4,62,1,62-1,4,N,1.295596,1.041246,1481,0.8445719721080922,1.197095396586672,15.7014,13.01157,2.39382
759,62-1-5,62,1,62-1,5,N,0.317454,1.041246,1482,-0.12621690391687262,1.4126808442089474,5.77863,18.31401,2.48391
760,62-2-1,62,2,62-2,1,N,0.931659,0.749199,1483,0.48337115619092075,1.9452751940014434,7.82496,17.12997,1.09395
761,62-2-2,62,2,62-2,2,N,0.860106,0.887412,1484,0.41235566031376536,2.1408173135670445,6.58944,18.06948,0.87516
762,62-2-3,62,2,62-2,3,N,1.125552,0.95746,1485,0.6758066237695818,2.0448210907838495,9.62676,17.86356,0.99099
763,62-2-4,62,2,62-2,4,N,1.296512,1.039004,1486,0.845481383977392,2.2943231466646195,8.99613,16.17759,0.63063
764,62-2-5,62,2,62-2,5,N,0.860079,1.05328,1487,0.41232939047891937,1.3652523178994531,9.57528,15.17373,2.20077
765,63-2-1,63,2,63-2,1,N,-1.597167,0.10375,1493,-2.0264450383459445,0.992571381770317,1.35135,32.6170845,8.0135055
766,63-2-2,63,2,63-2,2,N,0.444627,0.431415,1494,0,0.8086432245170291,0,30.5179875,9.7252155
767,63-2-3,63,2,63-2,3,N,-1.224232,0.565122,1495,-1.656312903728783,0.9508131697157002,1.9774755,29.450421,7.675668
768,63-2-4,63,2,63-2,4,N,0.444627,0.491023,1496,-2.7755575615628914e-17,0.6069960521277948,0,27.8242965,11.792781
769,63-2-5,63,2,63-2,5,N,-1.125748,0.40551,1497,-1.5585696779083071,1.3331261158661838,2.324322,40.243203,6.108102
770,64-1-1,64,1,64-1,1,N,-0.737491,0.339274,1498,-1.173231686512274,0.8743477578624228,2.21364,17.28441,5.0193
771,64-1-2,64,1,64-1,2,N,0.444627,0.350543,1499,-1.1102230246251565e-16,1.2032059655982705,0,24.41439,4.45302
772,64-1-3,64,1,64-1,3,N,-0.794259,0.448462,1500,-1.2295726672349812,1.217447569926039,2.32947,24.8391,4.44015
773,64-1-4,64,1,64-1,4,N,0.259386,0.551525,1501,-0.18384850723204427,1.1971161709320626,7.25868,21.19689,3.89961
774,64-1-5,64,1,64-1,5,N,-0.979753,0.436733,1502,-1.413672493494169,0.8979247799913663,1.99485,21.26124,5.97168
775,64-2-1,64,2,64-2,1,N,-1.580504,0.402663,1503,-2.0099066257635103,1.6697463775365513,0.6435,24.56883,2.3166
776,64-2-2,64,2,64-2,2,N,-1.306272,0.44663,1504,-1.737736417186879,1.6741773483669353,0.9009,24.72327,2.3166
777,64-2-3,64,2,64-2,3,N,0.121549,0.489378,1505,-0.320648925017401,1.3612683632202334,5.68854,22.05918,3.2175
778,64-2-4,64,2,64-2,4,N,1.381042,0.64337,1506,0.9293756648916599,1.5990703813544203,15.43113,15.3153,1.59588
779,64-2-5,64,2,64-2,5,N,0.031093,0.489378,1507,-0.4104252335619423,1.7567212976805942,4.25997,24.38865,2.03346
780,65-1-1,65,1,65-1,1,N,1.588733,0.427222,1508,1.1355057828383126,1.7474974346133965,21.17115,18.1306125,1.53153
781,65-1-2,65,1,65-1,2,N,1.944689,0.635693,1509,1.4887853119006795,2.3675383553126523,23.06304,19.864845,0.6981975
782,65-1-3,65,1,65-1,3,N,2.028967,0.516003,1510,1.57242997436791,1.9650115772274792,30.3828525,17.7702525,1.1036025
783,65-1-4,65,1,65-1,4,N,1.949456,0.690104,1511,1.4935162712398358,2.1070025637185403,25.5179925,18.1756575,0.9234225
784,65-1-5,65,1,65-1,5,N,1.854562,0.690104,1512,1.39933637843579,2.2985140906887755,22.8603375,20.9234025,0.81081
785,66-1-1,66,1,66-1,1,N,2.027797,0.507351,1518,1.5712687104911747,2.3380493133970006,24.50448,18.684666,0.684684
786,66-1-2,66,1,66-1,2,N,1.403795,0.821349,1519,0.9519577361925097,2.537048498105808,15.297282,28.666638,0.792792
787,66-1-3,66,1,66-1,3,N,2.065848,0.837466,1520,1.6090335975734056,1.9598254155766277,33.081048,18.432414,1.153152
788,66-1-4,66,1,66-1,4,N,2.582314,0.93926,1521,2.1216169886291847,2.4186935009895643,38.846808,15.981966,0.522522
789,66-1-5,66,1,66-1,5,N,2.581163,0.960265,1522,2.120474650360962,2.0000037715022865,36.810774,11.279268,0.666666
790,67-2-1,67,2,67-2,1,N,1.507267,0.299446,1533,1.0546517282177286,1.531913549912567,14.20419,11.53152,1.32132
791,67-2-2,67,2,67-2,2,N,1.47038,0.33754,1534,1.0180416749244097,1.1656231520444726,16.771755,10.99098,2.114112
792,67-2-3,67,2,67-2,3,N,2.113904,0.444008,1535,1.6567283080025792,2.3220096157387964,18.28827,12.417405,0.465465
793,67-2-4,67,2,67-2,4,N,1.601564,0.660729,1536,1.148239964892924,1.2225583278156218,14.33718,8.33976,1.48005
794,67-2-5,67,2,67-2,5,N,1.619562,0.587068,1537,1.1661024930820616,1.1634903299869868,18.67866,10.195185,1.966965
795,68-1-1,68,1,68-1,1,N,-1.715186,-1.16994,1538,-2.14357680934462,1.247853113260967,0.972222222,32.44444444,5.555555556
796,68-1-2,68,1,68-1,2,N,-0.919554,-0.83016,1539,-1.353925809719805,1.3510128336089093,2.833333333,38.66666667,5.722222222
797,68-1-3,68,1,68-1,3,N,-0.236555,-0.943934,1540,-0.6760606387709946,1.5455153443863179,5.611111111,38.30555556,4.305555556
798,68-1-4,68,1,68-1,4,N,-0.093606,-0.544959,1541,-0.5341870271537672,1.6456338472830974,6.472222222,39.86111111,3.888888889
799,68-1-5,68,1,68-1,5,N,-0.55965,-0.600079,1542,-0.996726746563033,1.5622305273117671,3.611111111,36.94444444,4.055555556
800,68-1-6,68,1,68-1,6,N,0.17701,-0.567793,1543,-0.26560521570801016,1.5963555908142504,9.305555556,39.83333333,4.166666667
801,68-1-7,68,1,68-1,7,N,-0.499087,-0.525113,1544,-0.9366196073620686,1.5497330748016345,4.222222222,39.77777778,4.444444444
802,68-1-8,68,1,68-1,8,N,-0.278343,-0.668896,1545,-0.7175349932172488,1.5227894648419422,5.722222222,40.44444444,4.694444444
803,68-1-9,68,1,68-1,9,N,-0.309702,-0.603146,1546,-0.7486582414925538,1.5369876337520614,5.333333333,39.55555556,4.5
804,68-2-1,68,2,68-2,1,N,-0.68848,-1.001294,1547,-1.1245884478806,1.6205354134410965,2.666666667,33.25,3.361111111
805,68-2-2,68,2,68-2,2,N,-1.430828,-0.721764,1548,-1.8613561386894073,1.3011617125873158,1.583333333,38.83333333,6.166666667
806,68-2-3,68,2,68-2,3,N,-0.190209,-0.719883,1549,-0.6300638208605609,1.6798422277418124,5.222222222,37.05555556,3.444444444
807,68-2-4,68,2,68-2,4,N,-0.567357,-0.481935,1550,-1.0043765414902508,1.6983373592564939,3.75,42.63888889,3.861111111
808,68-2-5,68,2,68-2,5,N,-0.45954,-0.580292,1551,-0.8973695915213653,1.487161905110011,4,34.36111111,4.194444444
809,68-2-6,68,2,68-2,6,N,-0.396182,-0.597355,1552,-0.834488055318731,1.5698736667081348,4.944444444,41.69444444,4.527777778
810,68-2-7,68,2,68-2,7,N,-0.039139,-0.586208,1553,-0.4801286336752051,1.487963267794734,6.583333333,33.94444444,4.138888889
811,68-2-8,68,2,68-2,8,N,-0.54109,-0.749977,1554,-0.9783064263822128,1.8215524753511063,3.555555556,42.72222222,3.25
812,68-2-9,68,2,68-2,9,N,-0.859135,-0.472896,1555,-1.293961130515846,1.8737582154527532,2.527777778,46.38888889,3.277777778
813,68-3-1,68,3,68-3,1,N,-0.813929,-1.001294,1556,-1.249095085323226,1.3322402779777824,2.5,29.61111111,4.5
814,68-3-2,68,3,68-3,2,N,-0.958137,-0.704134,1557,-1.3922181254293906,1.5943092793253337,2.166666667,36.80555556,3.861111111
815,68-3-3,68,3,68-3,3,N,-0.46281,-0.779112,1558,-0.9006149841512382,1.559910910607783,4.527777778,41.11111111,4.527777778
816,68-3-4,68,3,68-3,4,N,-0.453632,-0.589359,1559,-0.8915064021147243,1.5780093820213952,4.694444444,42.69444444,4.583333333
817,68-3-5,68,3,68-3,5,N,-0.627954,-0.583077,1560,-1.0645177796505507,1.6835279160171726,3.472222222,42.05555556,3.888888889
818,68-3-6,68,3,68-3,6,N,-0.70449,-0.626642,1561,-1.1404785823825485,1.5250052640559852,3.333333333,39.61111111,4.583333333
819,68-3-7,68,3,68-3,7,N,-0.611975,-0.614528,1562,-1.0486586271505132,1.3366065465644323,4.333333333,40.27777778,6.083333333
820,68-3-8,68,3,68-3,8,N,0.102133,-0.853235,1563,-0.33991870450931605,1.7570943427903636,7.361111111,38.66666667,3.222222222
821,68-3-9,68,3,68-3,9,N,-1.091972,-0.67653,1564,-1.5250471211720797,1.4804172667307776,2.138888889,39.44444444,4.861111111
822,69-1-1,69,1,69-1,1,N,-2.947894,-1.024312,1565,-3.3670170882520694,1.1130964518247681,0.222222222,30.16666667,6.25
823,69-1-2,69,1,69-1,2,N,-2.278187,-1.697726,1566,-2.70234535274298,0.6067268469524464,0.638888889,26.86111111,11.38888889
824,69-1-3,69,1,69-1,3,N,-2.672848,-1.624193,1567,-3.094039720079631,0.9380132164268956,0.388888889,33.38888889,8.861111111
825,69-1-4,69,1,69-1,4,N,-3.229896,-1.459105,1568,-3.6468992470731396,0.7882251857526031,0.194444444,29.55555556,9.694444444
826,69-1-5,69,1,69-1,5,N,-1.733515,-1.459105,1569,-2.1617672316352374,2.2203922958316786,0.444444444,30.16666667,1.305555556
827,69-1-6,69,1,69-1,6,N,0.444627,-1.448225,1570,-2.7755575615628914e-17,0.8515811221293581,0,26.86111111,8.055555556
828,69-1-7,69,1,69-1,7,N,-1.750056,-1.040174,1571,-2.1781843216537213,0.7024045281296637,1.194444444,28.27777778,10.47222222
829,69-1-8,69,1,69-1,8,N,-2.101065,-1.624193,1572,-2.526554495442956,0.5057016224393038,0.888888889,28.05555556,13.72222222
830,69-1-9,69,1,69-1,9,N,-2.182605,-1.459105,1573,-2.6074820456645096,0.8545153476071748,0.694444444,30.97222222,9.25
831,69-3-1,69,3,69-3,1,N,0.444627,-0.999433,1583,-5.551115123125783e-17,0.8243108556185452,0,27.80555556,8.666666667
832,69-3-2,69,3,69-3,2,N,0.444627,-1.518025,1584,0,0.8701230595388371,0,32.13888889,9.388888889
833,69-3-3,69,3,69-3,3,N,-2.053496,-1.753935,1585,-2.47934360240586,0.7639977875406276,0.805555556,28.80555556,9.777777778
834,69-3-4,69,3,69-3,4,N,-1.586678,-1.593077,1586,-2.016034770772335,1.0310608951289766,1.194444444,29.25,6.805555556
835,69-3-5,69,3,69-3,5,N,-2.294611,-1.593077,1587,-2.7186453582237355,0.879070566514008,0.638888889,33.22222222,9.583333333
836,69-3-6,69,3,69-3,6,N,-2.933821,-1.366657,1588,-3.353050647537052,1.0035394818701802,0.222222222,27.44444444,6.638888889
837,69-3-7,69,3,69-3,7,N,0.444627,-1.240581,1589,5.551115123125783e-17,0.7881929056090952,0,29.63888889,9.722222222
838,69-3-8,69,3,69-3,8,N,-3.048241,-1.753935,1590,-3.4666103794168426,0.8323813915764108,0.222222222,27.94444444,8.611111111
839,69-3-9,69,3,69-3,9,N,-3.242937,-1.593077,1591,-3.6598429393054333,0.8855319424361844,0.194444444,32.16666667,9.194444444
840,70-1-1,70,1,70-1,1,N,-1.353898,-1.024312,1592,-1.7850043568480698,1.2090682348664248,1.555555556,32.55555556,5.888888889
841,70-1-2,70,1,70-1,2,N,-1.198836,-1.697726,1593,-1.6311085020720995,1.3266477799463707,1.694444444,31.91666667,4.888888889
842,70-1-3,70,1,70-1,3,N,-0.967659,-1.624193,1594,-1.4016687018669658,1.5443313538622787,1.888888889,31.33333333,3.527777778
843,70-1-4,70,1,70-1,4,N,-0.85508,-1.459105,1595,-1.2899367088510485,1.1743846535241476,2.638888889,29.38888889,5.583333333
844,70-1-5,70,1,70-1,5,N,-0.698821,-1.459105,1596,-1.1348516247931517,1.5381309645017613,2.833333333,33.75,3.833333333
845,70-1-6,70,1,70-1,6,N,-1.13482,-1.448225,1597,-1.5675734648007544,1.1687155244295282,1.805555556,28.13888889,5.388888889
846,70-1-7,70,1,70-1,7,N,-0.867443,-1.040174,1598,-1.302206285804927,1.362407317109308,2.555555556,33,4.805555556
847,70-1-8,70,1,70-1,8,N,-1.121635,-1.624193,1599,-1.5544870210886739,1.1809965672542817,1.888888889,29.22222222,5.5
848,70-1-9,70,1,70-1,9,N,-1.161076,-1.459105,1600,-1.5936319597483541,1.3596162438371877,1.805555556,33.25,4.861111111
849,70-2-1,70,2,70-2,1,N,-0.979401,-1.024312,1601,-1.4133227002669781,1.5459654362396926,1.805555556,30.41666667,3.416666667
850,70-2-2,70,2,70-2,2,N,-0.919395,-1.3679,1602,-1.3537674871384502,1.2669652708897983,1.944444444,25,4.166666667
851,70-2-3,70,2,70-2,3,N,-1.047414,-1.596777,1603,-1.4808245528982285,1.2983437575939238,2.166666667,33.27777778,5.305555556
852,70-2-4,70,2,70-2,4,N,-0.799709,-1.391147,1604,-1.2349818208674392,1.2563637711606785,2.5,27.58333333,4.666666667
853,70-2-5,70,2,70-2,5,N,-1.334317,-1.391147,1605,-1.7655708345244678,1.3502504541831042,1.527777778,34.5,5.111111111
854,70-2-6,70,2,70-2,6,N,-0.716181,-1.448225,1606,-1.1520818193452556,1.3855521309898382,2.833333333,30.94444444,4.361111111
855,70-2-7,70,2,70-2,7,N,-1.105159,-0.995527,1607,-1.53813539957053,1.0835180463440688,1.444444444,20.44444444,4.416666667
856,70-2-8,70,2,70-2,8,N,-1.45587,-1.596777,1608,-1.8862100459381312,1.2513379656829813,1.222222222,29.83333333,5.083333333
857,70-2-9,70,2,70-2,9,N,-0.334169,-1.391147,1609,-0.7729411302150997,1.3660580179346065,4.361111111,29.52777778,4.277777778
858,71-1-1,71,1,71-1,1,N,-2.759645,-1.025686,1619,-3.1801838339883415,0.841414913818674,0.245901639,21.91256831,6.666666667
859,71-1-2,71,1,71-1,2,N,-2.089127,-1.494835,1620,-2.514706023060516,1.0748679355203163,0.628415301,29.23497268,6.393442623
860,71-1-3,71,1,71-1,3,N,-2.572435,-1.368978,1621,-2.9943809877064993,1.2147452183927854,0.327868852,30.30054645,5.43715847
861,71-1-4,71,1,71-1,4,N,-1.798745,-1.058813,1622,-2.2265076034275513,1.5188381340282737,0.737704918,33.00546448,3.852459016
862,71-1-5,71,1,71-1,5,N,-1.495284,-1.1162,1623,-1.925327875031857,1.3664144160155158,1.229508197,34.15300546,4.945355191
863,71-1-6,71,1,71-1,6,N,-0.426299,-0.948243,1624,-0.8643789117756026,1.2923263014113882,4.207650273,30.24590164,4.8633879779999996
864,71-1-7,71,1,71-1,7,N,-1.003041,-0.877788,1625,-1.4367848743642806,1.4905371739957793,2.158469945,35.98360656,4.371584699
