X,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred,index,tsizeMS_L,tsizeS_M,RendGros,RendMoy,RendPetit
1656,201-1-5,201,1,201-1,5,P,-0.584359,-1.294415,4003,-1.0212503378429856,1.4445640666035073,3.31284153,32.13797814,4.166666667
1657,201-1-6,201,1,201-1,6,P,-0.300102,-1.169109,4004,-0.7391306454680782,1.2256022065224421,4.337431694,25.51229508,4.508196721
1658,201-2-1,201,2,201-2,1,P,-0.575924,-0.989469,4005,-1.0128789424894742,1.505610824266398,2.663934426,26.70765027,3.176229508
1659,201-2-2,201,2,201-2,2,P,-0.377603,-1.032662,4006,-0.8160486016069057,1.0978650027054508,2.868852459,16.93989071,3.586065574
1660,201-2-3,201,2,201-2,3,P,-0.581566,-1.113128,4007,-1.0184785996847094,1.512350489130136,2.629781421,26.67349727,3.142076503
1661,201-2-4,201,2,201-2,4,P,-0.623857,-1.092563,4008,-1.0604517191098988,1.5089392701698636,3.142076503,33.46994536,3.961748634
1662,201-2-5,201,2,201-2,5,P,-0.70336,-1.242371,4009,-1.1393569696792372,1.36749781614474,2.93715847,31.18169399,4.508196721
1663,201-2-6,201,2,201-2,6,P,-1.070187,-1.092563,4010,-1.5034262846889022,1.5162922665485297,1.946721311,35.86065574,4.200819672
1664,202-1-1,202,1,202-1,1,P,-1.552589,-0.892023,4017,-1.982201433274801,1.0341319997846483,0.75136612,17.69125683,4.098360656
1665,202-1-2,202,1,202-1,2,P,-1.337004,-1.092778,4018,-1.7682374673353063,1.123112541906829,0.580601093,11.20218579,2.288251366
1666,202-1-3,202,1,202-1,3,P,0.444627,-1.177334,4019,0,0.9278558936622482,0,14.20765027,3.825136612
1667,202-1-4,202,1,202-1,4,P,-1.252356,-1.169109,4020,-1.6842262553068879,1.1204600833247442,1.092896175,18.98907104,3.893442623
1668,202-1-5,202,1,202-1,5,P,-1.16453,-1.294415,4021,-1.5970597113766247,1.054419241485263,1.058743169,15.77868852,3.551912568
1669,202-1-6,202,1,202-1,6,P,-1.642617,-1.169109,4022,-2.0715528507412446,1.019609523070938,0.922131148,23.97540984,5.669398907
1670,202-2-1,202,2,202-2,1,P,-1.184387,-0.989469,4023,-1.616767634430639,1.2587905350221709,1.331967213,23.49726776,3.961748634
1671,202-2-2,202,2,202-2,2,P,-0.997489,-1.032662,4024,-1.4312748067082828,1.3709601753920526,1.263661202,19.22814208,2.766393443
1672,202-2-3,202,2,202-2,3,P,-1.490317,-1.113128,4025,-1.920397584117787,1.2054389363710625,0.853825137,21.03825137,3.825136612
1673,202-2-4,202,2,202-2,4,P,-0.73919,-1.092563,4026,-1.1749178563297107,1.3126008969963678,2.254098361,24.04371585,3.756830601
1674,202-2-5,202,2,202-2,5,P,-2.097238,-1.242371,4027,-2.522756657320307,1.0526390165999626,0.546448087,25.27322404,5.703551913
1675,202-2-6,202,2,202-2,6,P,-1.436862,-1.092563,4028,-1.8673450560210794,1.0061916231721957,1.229508197,24.65846995,5.942622951
1676,202-3-1,202,3,202-3,1,P,-1.230036,-1.178761,4029,-1.6620737972196695,1.0216904743868924,1.331967213,21.00409836,4.952185792
1677,202-3-2,202,3,202-3,2,P,-1.843466,-1.209431,4030,-2.2708917639905843,0.8577365345924863,0.512295082,15.16393443,4.508196721
1678,202-3-3,202,3,202-3,3,P,-1.290063,-1.095947,4031,-1.7216496628802442,1.1204047866392766,1.263661202,22.98497268,4.713114754
1679,202-3-4,202,3,202-3,4,P,-2.792582,-1.170174,4032,-3.2128735772531245,0.9417599213540018,0.239071038,23.80464481,6.284153005
1680,202-3-5,202,3,202-3,5,P,-2.525825,-1.146971,4033,-2.9481216922768216,1.00999073654292,0.307377049,23.22404372,5.566939891
1681,202-3-6,202,3,202-3,6,P,-2.626884,-1.170174,4034,-3.0484204923667413,0.6306897614168543,0.307377049,20.08196721,8.230874317
1682,203-1-1,203,1,203-1,1,P,0.444627,-1.154185,4035,0,0.5639811871842859,0,11.02003643,4.963570128
1683,203-1-2,203,1,203-1,2,P,0.444627,-1.27696,4036,-1.1102230246251565e-16,1.1732174321969173,0,35.89480874,6.830601093
1684,203-1-3,203,1,203-1,3,P,-1.961411,-1.27696,4037,-2.3879501523070323,1.1424731199206446,0.785519126,32.82103825,6.523224044
1685,203-1-4,203,1,203-1,4,P,-2.014937,-1.486395,4038,-2.4410737368331885,1.1433468406759268,0.717213115,32.00136612,6.352459016
1686,203-1-5,203,1,203-1,5,P,-2.171346,-1.122936,4039,-2.5963072316420583,0.842611653547244,0.364298725,15.89253188,4.826958106
1687,203-1-6,203,1,203-1,6,P,-2.133497,-1.153856,4040,-2.5587425797527468,0.9494648838229416,0.512295082,23.01912568,6.010928962
1688,203-1-7,203,1,203-1,7,P,-2.631658,-1.157701,4041,-3.053159082688895,0.9329951134590886,0.273224044,22.23360656,5.942622951
1689,203-1-8,203,1,203-1,8,P,0.444627,-1.27696,4042,5.551115123125783e-17,0.8498927846211333,0,22.26775956,6.693989071
1690,203-1-9,203,1,203-1,9,P,-2.960193,-1.27696,4043,-3.379224473691357,1.1049152747775122,0.239071038,32.75273224,6.864754098
1691,203-1-10,203,1,203-1,10,P,0.444627,-1.486395,4044,0,1.0912765590732263,0,27.97131148,5.976775956
1692,203-3-1,203,3,203-3,1,P,0.444627,-1.154185,4055,5.551115123125783e-17,0.8009102443933509,0,16.32513661,5.259562842
1693,203-3-2,203,3,203-3,2,P,0.444627,-1.27696,4056,0,0.8828303532611091,0,24.04371585,6.898907104
1694,203-3-3,203,3,203-3,3,P,-1.877049,-1.27696,4057,-2.304222783090606,1.1027797525909038,0.819672131,30.05464481,6.318306011
1695,203-3-4,203,3,203-3,4,P,-1.894351,-1.486395,4058,-2.321394872328691,1.253385299561617,0.887978142,36.98770492,6.284153005
1696,203-3-5,203,3,203-3,5,P,-1.767328,-1.122936,4059,-2.1953261970376783,1.0157776199179926,0.785519126,23.70218579,5.635245902
1697,203-3-6,203,3,203-3,6,P,0.444627,-1.153856,4060,0,1.194377822535974,0,22.74590164,4.200819672
1698,203-3-7,203,3,203-3,7,P,-0.823226,-1.157701,4061,-1.2583212870297509,1.049160998062338,2.288251366,22.43852459,5.088797814
1699,203-3-8,203,3,203-3,8,P,-2.562499,-1.27696,4062,-2.9845196049697416,0.7979454317461222,0.307377049,20.90163934,6.762295082
1700,203-3-9,203,3,203-3,9,P,-2.311205,-1.27696,4063,-2.735114548143843,1.096437945164423,0.546448087,33.81147541,7.172131148
1701,203-3-10,203,3,203-3,10,P,-1.821309,-1.486395,4064,-2.248901500312189,1.055495464761459,0.990437158,32.82103825,7.37704918
1702,236-1-1,236,1,236-1,1,P,0.444627,0.444627,4302,5.551115123125783e-17,0.44706007946174964,0,9.049180328,4.808743169
1703,236-1-2,236,1,236-1,2,P,0.444627,0.444627,4303,2.7755575615628914e-17,0.6446754909128931,0,19.03825137,7.650273224
1704,236-1-3,236,1,236-1,3,P,0.444627,0.444627,4304,-5.551115123125783e-17,0.8979557357523164,0,27.97814208,7.857923497
1705,236-1-4,236,1,236-1,4,P,0.444627,0.444627,4305,-5.551115123125783e-17,1.0659659646851642,0,25.56284153,5.661202186
1706,236-1-5,236,1,236-1,5,P,0.444627,0.444627,4306,0,0.8656631058682159,0,28.69945355,8.43715847
1707,236-1-6,236,1,236-1,6,P,0.444627,0.444627,4307,-4.163336342344337e-17,0.18105339348747124,0,11.90163934,9.213114754
1708,236-1-7,236,1,236-1,7,P,0.444627,0.361089,4308,-5.551115123125783e-17,0.8888641929342174,0,25.58469945,7.278688525
1709,236-1-8,236,1,236-1,8,P,0.444627,0.361089,4309,5.551115123125783e-17,1.0850595274420534,0,29.35519126,6.327868852
1710,236-1-9,236,1,236-1,9,P,0.444627,0.361089,4310,0,0.7090310934756267,0,20.52459016,7.530054645
1711,236-1-10,236,1,236-1,10,P,0.444627,0.361089,4311,0,0.7307316628276957,0,23.68306011,8.426229508
1712,236-1-11,236,1,236-1,11,P,-1.142583,0.361089,4312,-1.5752778724750711,0.7251793684173082,1.868852459,21.4863388,7.704918033
1713,236-2-1,236,2,236-2,1,P,0.444627,0.444627,4313,0,0.6080347878169629,0,16.01092896,6.775956284
1714,236-2-2,236,2,236-2,2,P,0.444627,0.444627,4314,-2.7755575615628914e-17,0.5944338387509804,0,23.50819672,10.1420765
1715,236-2-3,236,2,236-2,3,P,0.444627,0.444627,4315,5.551115123125783e-17,1.0175442386815514,0,27.23497268,6.459016393
1716,236-2-4,236,2,236-2,4,P,0.444627,0.444627,4316,0,1.1343820431996503,0,29.46448087,5.923497268
1717,236-2-5,236,2,236-2,5,P,0.444627,0.444627,4317,2.7755575615628914e-17,0.74682716488152,0,22.68852459,7.890710383
1718,236-2-6,236,2,236-2,6,P,0.444627,0.444627,4318,0,1.0023225476242301,0,28.45901639,6.896174863
1719,236-2-7,236,2,236-2,7,P,0.444627,0.361089,4319,-5.551115123125783e-17,0.9089744595103967,0,26.48087432,7.322404372
1720,236-2-8,236,2,236-2,8,P,0.444627,0.361089,4320,2.7755575615628914e-17,0.5916385731813716,0,18.46994536,8
1721,236-2-9,236,2,236-2,9,P,0.444627,0.361089,4321,0,0.757660312520691,0,24.25136612,8.306010929
1722,236-2-10,236,2,236-2,10,P,0.444627,0.361089,4322,-5.551115123125783e-17,0.8248126531718387,0,21.82513661,6.797814208
1723,236-2-11,236,2,236-2,11,P,0.444627,0.361089,4323,0,0.16228793488335375,0,16.36065574,13.00546448
1724,236-3-1,236,3,236-3,1,P,0.444627,0.444627,4324,0,0.2790227790650283,0,12.50273224,8.426229508
1725,236-3-2,236,3,236-3,2,P,0.444627,0.444627,4325,0,0.15240320658825932,0,12.5136612,10.08743169
1726,236-3-3,236,3,236-3,3,P,0.444627,0.444627,4326,0,0.9261103811890122,0,25.26775956,6.819672131
1727,236-3-4,236,3,236-3,4,P,0.444627,0.444627,4327,0,0.4995515911796079,0,18.16393443,8.961748634
1728,236-3-5,236,3,236-3,5,P,0.444627,0.444627,4328,-4.163336342344337e-17,0.1837554107745287,0,13.56284153,10.45901639
1729,236-3-6,236,3,236-3,6,P,0.444627,0.444627,4329,-2.7755575615628914e-17,0.5373241838850613,0,21.49726776,10.05464481
1730,236-3-7,236,3,236-3,7,P,0.444627,0.361089,4330,0,0.8027379457351775,0,23.09289617,7.420765027
1731,236-3-8,236,3,236-3,8,P,0.444627,0.361089,4331,-2.7755575615628914e-17,0.3098634481482281,0,13.06010929,8.426229508
1732,236-3-9,236,3,236-3,9,P,0.444627,0.361089,4332,1.3877787807814457e-17,0.3734858827188452,0,15.66120219,9.234972678
1733,236-3-10,236,3,236-3,10,P,0.444627,0.361089,4333,0,0.5965351723903567,0,17.83606557,7.672131148
1734,236-3-11,236,3,236-3,11,P,0.444627,0.361089,4334,2.7755575615628914e-17,0.4878849987703543,0,17.19125683,8.62295082
1735,236-4-1,236,4,236-4,1,P,0.444627,0.444627,4335,4.163336342344337e-17,0.3090386709584444,0,12.6557377,8.174863388
1736,236-4-2,236,4,236-4,2,P,0.444627,0.444627,4336,0,0.4463955497445754,0,16.27322404,8.655737705
1737,236-4-3,236,4,236-4,3,P,0.444627,0.444627,4337,-2.7755575615628914e-17,0.5234893517840883,0,18.9726776,9.049180328
1738,236-4-4,236,4,236-4,4,P,0.444627,0.444627,4338,0,0.5386685128718771,0,17.95628415,8.382513661
1739,236-4-5,236,4,236-4,5,P,0.444627,0.444627,4339,2.7755575615628914e-17,0.6907133250620998,0,17.21311475,6.480874317
1740,236-4-6,236,4,236-4,6,P,0.444627,0.444627,4340,0,0.5393548268429008,0,17.55191257,8.18579235
1741,236-4-7,236,4,236-4,7,P,0.444627,0.361089,4341,0,0.4499417362898722,0,18.68852459,9.890710383
1742,236-4-8,236,4,236-4,8,P,0.444627,0.361089,4342,2.7755575615628914e-17,0.6970602382023436,0,17.66120219,6.590163934
1743,236-4-9,236,4,236-4,9,P,0.444627,0.361089,4343,0,0.11171949951638858,0,10.91803279,9.322404372
1744,236-4-10,236,4,236-4,10,P,0.444627,0.361089,4344,-2.7755575615628914e-17,0.6595509176674931,0,18.41530055,7.245901639
1745,236-4-11,236,4,236-4,11,P,0.444627,0.361089,4345,-5.551115123125783e-17,0.5377128577181152,0,13.7704918,6.43715847
1746,237-4-1,237,4,237-4,1,P,-0.617889,0.388705,4364,-1.054528625552673,1.9805773992674072,1.693989071,25.00546448,1.519125683
1747,237-4-2,237,4,237-4,2,P,0.444627,-0.022882,4365,1.1102230246251565e-16,1.8907992945998244,0,35.33333333,2.43715847
1748,237-4-3,237,4,237-4,3,P,-1.806525,-0.022882,4366,-2.234228438348206,2.0597948739641927,0.568306011,37.6284153,2.043715847
1749,237-4-4,237,4,237-4,4,P,-2.153438,-0.022882,4367,-2.578534362847297,1.5739812837591245,0.404371585,28.95081967,3.12568306
1750,237-4-5,237,4,237-4,5,P,-2.001608,-0.022882,4368,-2.427845273611844,1.8424508764432688,0.415300546,29.89071038,2.207650273
1751,237-4-6,237,4,237-4,6,P,0.444627,-0.022882,4369,0,1.3500086668467857,0,23.96721311,3.551912568
1752,239-1-1,239,1,239-1,1,P,0.588152,0.602614,4414,0.14244620747356185,0.3593692322172289,6.459016393,6.994535519,4.207650273
1753,239-1-2,239,1,239-1,2,P,0.461002,0.635419,4415,0.01625174167542512,0.7045389113211891,8.054644809,12.99453552,4.797814208
1754,239-1-3,239,1,239-1,3,P,0.612966,0.619224,4416,0.1670738496381407,0.7427133660397658,8.50273224,11.71584699,4.098360656
1755,239-1-4,239,1,239-1,4,P,0.812198,0.645918,4417,0.36480754311972674,0.4800129223687177,12.66666667,11.37704918,5.770491803
1756,239-1-5,239,1,239-1,5,P,0.682097,0.635419,4418,0.2356845757385728,0.9065629594702557,9.442622951,13.43169399,3.726775956
1757,239-1-6,239,1,239-1,6,P,1.179061,0.619224,4419,0.7289129468235027,0.8356556918914817,12.96174863,9.584699454,2.93989071
1758,239-1-7,239,1,239-1,7,P,0.802522,0.645918,4420,0.3552044657172322,0.7104657753811037,7.06010929,7.551912568,2.765027322
1759,239-1-8,239,1,239-1,8,P,0.753896,0.635419,4421,0.3069442287181289,0.5828087600916322,10.38251366,10.76502732,4.721311475
1760,239-1-9,239,1,239-1,9,P,0.628909,0.619224,4422,0.18289685227972466,0.6992369184171827,10.06557377,13.19125683,4.907103825
1761,239-1-10,239,1,239-1,10,P,0.29454,0.645918,4423,-0.1489580760675862,0.6735070892570267,5.967213115,11.53005464,4.448087432
1762,239-2-1,239,2,239-2,1,P,0.797883,0.637555,4424,0.35060046390163924,0.5240447829424093,12.62295082,11.90163934,5.672131148
1763,239-2-2,239,2,239-2,2,P,0.523597,0.6397,4425,0.0783765640368014,0.5330785465158232,8.961748634,11.86885246,5.584699454
1764,239-2-3,239,2,239-2,3,P,-0.120736,0.645068,4426,-0.5611127949329886,0.3849713987071905,3.420765027,8.928961749,5.180327869
1765,239-2-4,239,2,239-2,4,P,0.892612,0.654743,4427,0.444617027360166,0.8407913367968131,11.30054645,11.87978142,3.617486339
1766,239-2-5,239,2,239-2,5,P,0.701739,0.6397,4428,0.25517938725006534,0.3908426857537154,9.846994536,9.49726776,5.464480874
1767,239-2-6,239,2,239-2,6,P,0.387874,0.645068,4429,-0.05632616533774275,0.3211186006398804,6.50273224,8.743169399,5.551912568
1768,239-2-7,239,2,239-2,7,P,0.587447,0.654743,4430,0.14174665782249532,0.851147735879833,8.852459016,13.58469945,4.076502732
1769,239-2-8,239,2,239-2,8,P,0.628677,0.6397,4431,0.1826661294361741,0.9711002958498695,7.387978142,11.73770492,2.972677596
1770,239-2-9,239,2,239-2,9,P,0.452309,0.645068,4432,0.007624191998453156,0.6413867693477534,7.93442623,12.3715847,4.994535519
1771,239-2-10,239,2,239-2,10,P,0.412114,0.654743,4433,-0.032268846131131596,0.4817181869722044,8.743169399,12.78688525,6.469945355
1772,239-3-1,239,3,239-3,1,P,0.449138,0.608599,4434,0.004477013137063696,0.684874750403595,8.043715847,12.98360656,4.928961749
1773,239-3-2,239,3,239-3,2,P,0.852835,0.6397,4435,0.4051397290794311,0.7982190267478954,9.595628415,10.27322404,3.322404372
1774,239-3-3,239,3,239-3,3,P,1.072426,0.660644,4436,0.623079309540461,0.9406576047249041,12.76502732,11.57377049,3.06010929
1775,239-3-4,239,3,239-3,4,P,0.740864,0.66139,4437,0.2940098953549092,0.8829300004659706,11.20218579,14.59016393,4.18579235
1776,239-3-5,239,3,239-3,5,P,0.430117,0.6397,4438,-0.01440039926540293,0.7830389299080255,8.480874317,15.01639344,4.961748634
1777,239-3-6,239,3,239-3,6,P,0.833324,0.660644,4439,0.3857749501596817,0.5165137310035737,10.96174863,9.846994536,4.743169399
1778,239-3-7,239,3,239-3,7,P,0.790509,0.66139,4440,0.34328171273433866,1.1980447083570767,7.803278689,11.95628415,2.196721311
1779,239-3-8,239,3,239-3,8,P,0.754975,0.6397,4441,0.3080151584108495,0.8746844223252901,8.371584699,10.6557377,3.092896175
1780,239-3-9,239,3,239-3,9,P,0.685175,0.660644,4442,0.23873947193312467,0.3404762076403988,8.25136612,7.836065574,4.841530055
1781,239-3-10,239,3,239-3,10,P,0.747328,0.66139,4443,0.3004251498531742,0.9716422887045184,9.071038251,12.48087432,3.158469945
1782,240-1-1,240,1,240-1,1,P,0.013245,0.764785,4444,-0.4281392403310941,0.41267834548240123,6.010928962,13.59562842,7.584699454
1783,240-1-2,240,1,240-1,2,P,1.068699,0.795781,4445,0.6193802394194501,0.614378239151293,13.22404372,9.56284153,4.010928962
1784,240-1-3,240,1,240-1,3,P,0.945253,0.900033,4446,0.49686285915497613,0.6685538460882492,19.36612022,16.90710383,6.568306011
1785,240-1-4,240,1,240-1,4,P,1.069458,0.948103,4447,0.6201337336294751,0.9707317599300628,19.07103825,17.72677596,4.491803279
1786,240-1-5,240,1,240-1,5,P,1.014389,0.795781,4448,0.5654790847469104,1.1339399927866776,15.14754098,16.89617486,3.398907104
1787,240-1-6,240,1,240-1,6,P,1.128654,0.900033,4449,0.6788854646659718,1.2782341433222435,15.43169399,16.59016393,2.721311475
1788,240-1-7,240,1,240-1,7,P,0.811582,0.948103,4450,0.36419633219931763,0.7200943333812603,15.59562842,16.61202186,6
1789,240-1-8,240,1,240-1,8,P,0.642134,0.795781,4451,0.19602214928434192,0.8174815375817779,15.6284153,21.91256831,6.896174863
1790,240-1-9,240,1,240-1,9,P,0.773573,0.900033,4452,0.3264738109958968,0.36690854315103527,16.18579235,14.06557377,8.371584699
1791,240-1-10,240,1,240-1,10,P,0.961918,0.948103,4453,0.5134023505165168,0.9075818009087935,16.7431694,16.96174863,4.699453552
1792,240-2-1,240,2,240-2,1,P,0.809784,0.701715,4454,0.36241217514696455,0.8945009492209448,12.63387978,15.2568306,4.306010929
1793,240-2-2,240,2,240-2,2,P,0.374779,0.732389,4455,-0.06932264912263725,0.5704319360877823,7.93442623,12.92896175,5.770491803
1794,240-2-3,240,2,240-2,3,P,0.745453,0.774406,4456,0.2985642758082635,0.716993166392667,13.96721311,16.08743169,5.836065574
1795,240-2-4,240,2,240-2,4,P,0.816192,0.774406,4457,0.36877176996097255,0.8963784121790639,13.23497268,15.87978142,4.469945355
1796,240-2-5,240,2,240-2,5,P,0.627208,0.732389,4458,0.18120902997413874,0.6473754078378141,11.30054645,14.30601093,5.726775956
1797,240-2-6,240,2,240-2,6,P,0.373038,0.774406,4459,-0.07105035548162797,0.5930261115786852,7.344262295,12.18579235,5.267759563
1798,240-2-7,240,2,240-2,7,P,0.316147,0.774406,4460,-0.127513534536075,0.36156040733108297,9.693989071,14.63387978,8.775956284
1799,240-2-8,240,2,240-2,8,P,0.157207,0.732389,4461,-0.2852592430331461,0.761805344305804,6.907103825,16.78688525,5.715846995
1800,240-2-9,240,2,240-2,9,P,0.975176,0.774406,4462,0.526561133565697,1.1002495138109347,15.50819672,17.71584699,3.737704918
1801,240-2-10,240,2,240-2,10,P,1.103077,0.774406,4463,0.6535004972612092,0.7110113299388632,19.91256831,14.78688525,5.4098360660000004
1802,240-3-1,240,3,240-3,1,P,0.41569,0.823177,4464,-0.028719555551341952,0.4512710192965308,7.737704918,11.0273224,5.825136612
1803,240-3-2,240,3,240-3,2,P,1.032894,0.871284,4465,0.5838446128146211,0.8645157725915853,16.63387978,14.99453552,4.415300546
1804,240-3-3,240,3,240-3,3,P,1.052923,0.921215,4466,0.6037229057616643,0.7801481807173605,14.10928962,11.69398907,3.879781421
1805,240-3-4,240,3,240-3,4,P,0.889282,0.921215,4467,0.44131220534806925,0.9268662412305861,13.91256831,15.60655738,4.207650273
1806,240-3-5,240,3,240-3,5,P,0.746372,0.871284,4468,0.29947694928490387,0.7911397315986639,14.40437158,17.46448087,5.704918033
1807,240-3-6,240,3,240-3,6,P,0.888926,0.921215,4469,0.44095920392511084,0.8083319907811612,16.04371585,16.55737705,5.278688525
1808,240-3-7,240,3,240-3,7,P,0.847668,0.921215,4470,0.40001132236059445,0.5550468122897788,16.48087432,14.95081967,6.819672131
1809,240-3-8,240,3,240-3,8,P,0.562467,0.871284,4471,0.11695418901941017,0.6383927043077953,12.1420765,16.52459016,6.699453552
1810,240-3-9,240,3,240-3,9,P,1.207256,0.921215,4472,0.7568959620909034,0.6750818032048819,21.36612022,13.6284153,5.245901639
1811,240-3-10,240,3,240-3,10,P,1.44394,0.921215,4473,0.9918006213784913,0.961954952489106,26.31693989,15.42076503,3.956284153
1812,241-1-1,241,1,241-1,1,P,-0.450048,-0.346767,4474,-0.8879492418460762,-0.3219982691366678,1.114754098,2.633879781,4.153005464
1813,241-1-2,241,1,241-1,2,P,-0.891531,-0.346767,4475,-1.3261135935644803,0.2325377124377639,1.147540984,6.8633879779999996,4.93989071
1814,241-1-3,241,1,241-1,3,P,-2.116713,-0.353256,4476,-2.5420849928441545,0.9593052984387842,0.262295082,11.6284153,2.994535519
1815,241-1-4,241,1,241-1,4,P,0.08737,-0.353256,4477,-0.3545706914765603,0.7848123257484989,4.710382514,12.66666667,4.174863388
1816,241-1-5,241,1,241-1,5,P,-1.990842,-0.346767,4478,-2.41716004524386,0.06618562979307585,0.284153005,5.74863388,5.234972678
1817,241-1-6,241,1,241-1,6,P,-0.488089,-0.353256,4479,-0.9257044176381942,0.9115293410072968,2.043715847,12.09836066,3.333333333
1818,241-1-7,241,1,241-1,7,P,0.347148,-0.353256,4480,-0.09674603518535027,0.6955062798567326,5.016393443,9.234972678,3.453551913
1819,241-1-8,241,1,241-1,8,P,-1.244161,-0.346767,4481,-1.6760925977323702,0.20426726031340664,0.677595628,6.098360656,4.568306011
1820,241-1-9,241,1,241-1,9,P,0.112332,-0.353256,4482,-0.3297968277867485,0.6849744484326915,4.666666667,11.3442623,4.306010929
1821,241-1-10,241,1,241-1,10,P,0.177025,-0.353256,4483,-0.26559045987025043,0.9043853166532769,5.147540984,13.50819672,3.759562842
1822,241-3-1,241,3,241-3,1,P,0.065963,-0.354383,4494,-0.3758173783910703,1.0312821025783139,6.163934426,20.25136612,4.710382514
1823,241-3-2,241,3,241-3,2,P,-0.463935,-0.354383,4495,-0.9017314669517374,1.1713675001312485,2.612021858,18.04371585,3.442622951
1824,241-3-3,241,3,241-3,3,P,0.120302,-0.326098,4496,-0.3218863693457683,0.8040964707517946,5.737704918,15.0273224,4.819672131
1825,241-3-4,241,3,241-3,4,P,-0.057323,-0.326098,4497,-0.49817641680693153,0.9998802949946388,5.56284153,20.76502732,5.049180328
1826,241-3-5,241,3,241-3,5,P,0.023672,-0.354383,4498,-0.4177906455693988,0.9814762433346084,5.704918033,19.04918033,4.754098361
1827,241-3-6,241,3,241-3,6,P,0.03358,-0.326098,4499,-0.40795653985367397,0.7594539281641409,6.852459016,19.32240437,6.601092896
1828,241-3-7,241,3,241-3,7,P,-0.120058,-0.326098,4500,-0.5604396413866356,0.8987174513224159,5.650273224,21.19125683,5.945355191
1829,241-3-8,241,3,241-3,8,P,-0.094491,-0.354383,4501,-0.5350646098282943,0.9496618340231533,5.442622951,20.5136612,5.355191257
1830,241-3-9,241,3,241-3,9,P,0.384357,-0.326098,4502,-0.05981703499473151,1.1872318209081012,4.961748634,12.36065574,2.306010929
1831,241-3-10,241,3,241-3,10,P,-0.080462,-0.326098,4503,-0.5211418062964931,0.9428320938851175,5.071038251,18.69945355,4.928961749
1832,243-2-1,243,2,243-2,1,P,-0.438052,0.172834,4544,-0.8760429515366935,0.8228015554201112,4.564764286,23.88151071,7.459492857
1833,243-2-2,243,2,243-2,2,P,-0.371355,0.283405,4545,-0.8098478631828648,0.6015251144517131,5.054641429,20.85317929,8.906857143
1834,243-2-3,243,2,243-2,3,P,0.908439,0.252337,4546,0.4603249915792743,1.3797514834404132,17.95845071,27.11024643,3.852215714
1835,243-2-4,243,2,243-2,4,P,0.763862,0.308599,4547,0.3168354777571814,1.3737668611811868,15.95440786,28.59101143,4.097154286
1836,243-2-5,243,2,243-2,5,P,0.127547,0.283405,4548,-0.3146964441312599,1.1731513632984985,8.661918571,29.19222429,5.555652143
1837,243-2-6,243,2,243-2,6,P,0.053955,0.252337,4549,-0.3877354181590682,0.9225548116044389,8.695319286,26.84304071,7.281355714
1838,243-2-7,243,2,243-2,7,P,0.201214,0.308599,4550,-0.24158339659747688,0.8330597179538162,10.82183143,26.21956071,8.071839286
1839,243-2-8,243,2,243-2,8,P,0.587537,0.333074,4551,0.14183578043040096,1.335397560148624,13.34915214,28.84708357,4.36436
1840,243-2-9,243,2,243-2,9,P,0.484082,0.283051,4552,0.0391580870283017,1.223550758580107,12.34713071,27.95639786,4.954439286
1841,243-2-10,243,2,243-2,10,P,0.373852,0.316591,4553,-0.07024299398096484,1.1802489934886706,10.33195429,25.94122143,4.887637857
1842,243-3-1,243,3,243-3,1,P,-0.201401,0.165785,4554,-0.6411716510293859,0.5851604848423604,6.112330714,20.27423357,8.862322857
1843,243-3-2,243,3,243-3,2,P,0.54514,0.208315,4555,0.09975715558683906,1.0072984042264905,12.33599714,22.25600929,5.355247857
1844,243-3-3,243,3,243-3,3,P,0.27041,0.219063,4556,-0.17290711226679706,0.5238071881492605,11.23377357,20.10723,9.586005
1845,243-3-4,243,3,243-3,4,P,0.62992,0.220333,4557,0.18390025492289847,1.1257340482814906,12.18012714,21.55459429,4.386627143
1846,243-3-5,243,3,243-3,5,P,-0.463768,0.208315,4558,-0.9015662152535868,0.9548670877686707,4.6761,27.71145929,7.181153571
1847,243-3-6,243,3,243-3,6,P,-0.12352,0.219063,4559,-0.5638762720587643,0.9342950773298871,6.223666429,24.03738071,6.412937143
1848,243-3-7,243,3,243-3,7,P,0.891553,0.220333,4560,0.4435669035343446,1.4496376805997842,14.31777286,23.18009571,2.983797143
1849,243-3-8,243,3,243-3,8,P,0.145112,0.378442,4561,-0.2972636249449101,0.5883765939796857,11.21150643,24.46045643,10.64369429
1850,243-3-9,243,3,243-3,9,P,-0.34065,0.294444,4562,-0.7793735670303421,1.0343419796023716,5.210511429,28.12340143,6.513139286
1851,243-3-10,243,3,243-3,10,P,0.392891,0.300836,4563,-0.051346442265254366,1.4191917987140126,9.953412857,28.913885,3.885616429
1852,244-2-1,244,2,244-2,1,P,-0.044217,0.018954,4574,-0.4851688608708204,0.6059382726308332,6.54654,18.20338929,7.726698571
1853,244-2-2,244,2,244-2,2,P,0.243957,-0.017167,4575,-0.1991614817749821,0.7799929308936262,6.769211429,14.99692071,4.976706429
1854,244-2-3,244,2,244-2,3,P,-0.148115,0.309477,4576,-0.588285825955182,0.5336218362292338,4.731767857,14.18417,6.669009286
1855,244-2-4,244,2,244-2,4,P,-1.244446,0.349153,4577,-1.6763751227148418,0.5375265539947285,1.491898571,17.00096357,7.94937
